skills,experience,salary,location,job_interest,sector,education_level
"Regulatory Compliance, Contracts, Case Management, Litigation, Legal Research",7,65460,Constantine,Legal,Legal,No Formal Education
"Security, Networking, Virtualization, Windows Server, Scripting",1,143674,Ouargla,System Administration,Information Technology,Master's
"EMR, Phlebotomy, Patient Care, CPR, Medical Terminology, Anatomy",2,55944,Biskra,Healthcare,Health,Master's
"Event Planning, Reservation Systems, Front Desk, Food Safety",2,145553,Algiers,Hospitality,Tourism & Hospitality,Master's
"JavaScript, Spring, Python",15,99714,Sidi Bel Abbès,Software Engineering,Information Technology,No Formal Education
"Accounting, Financial Analysis, Investment, Auditing",9,42261,Batna,Finance,Business,Master's
"Linux, Networking, Windows Server, Scripting, Virtualization",2,71178,Sidi Bel Abbès,System Administration,Information Technology,Ingénieur
"Phlebotomy, Patient Care, Anatomy, Medical Terminology",2,115466,Setif,Healthcare,Health,Bachelor's
"Blueprint Reading, Safety Procedures, Carpentry",9,148251,Tipaza,Construction,Construction,High School
"Virtualization, Networking, Scripting",10,109623,Ouargla,System Administration,Information Technology,High School
"Excel, Financial Analysis, Risk Management, Accounting",1,64490,Tlemcen,Finance,Business,High School
"Supply Chain, Inventory Management, Warehouse Ops, Routing, Fleet Management",11,65706,Mostaganem,Logistics,Supply Chain,No Formal Education
"JavaScript, Responsive Design, Node.js, HTML, React",2,161251,Tizi Ouzou,Web Development,Information Technology,Master's
"Inventory Management, Fleet Management, Routing",6,102851,Skikda,Logistics,Supply Chain,Ingénieur
"Tractor Operation, Agro-tech, Irrigation, Pest Control, Crop Management, Soil Testing",9,121550,Ouargla,Agriculture,Agriculture,Bachelor's
"Creativity, 3D Modeling, Photoshop",5,65923,Bordj Bou Arreridj,Art & Design,Creative,No Formal Education
"Content Creation, Google Ads, Branding, SEO, Social Media",5,77895,Algiers,Marketing,Business,High School
"Safety Procedures, Masonry, Site Management",3,84122,Blida,Construction,Construction,Doctorate
"Accounting, Risk Management, Auditing, Financial Analysis, Excel",3,92501,Batna,Finance,Business,Doctorate
"Supply Chain, Inventory Management, Routing",13,85100,M'Sila,Logistics,Supply Chain,High School
"Food Safety, Event Planning, Customer Service, Reservation Systems, Front Desk",7,92610,Tipaza,Hospitality,Tourism & Hospitality,Bachelor's
"Network Security, SIEM, Penetration Testing, Firewalls, Forensics, Ethical Hacking",2,110898,Bejaia,Cybersecurity,Information Technology,No Formal Education
"Analytics, Content Creation, Google Ads",7,106920,Tizi Ouzou,Marketing,Business,Doctorate
"Firewalls, Network Security, Penetration Testing, Forensics, Ethical Hacking, SIEM",1,115943,M'Sila,Cybersecurity,Information Technology,No Formal Education
"Virtualization, Scripting, Security, Linux, Networking",3,128676,Chlef,System Administration,Information Technology,Ingénieur
"Illustrator, Graphic Design, UI/UX",7,138955,Bejaia,Art & Design,Creative,High School
"SIEM, Firewalls, Network Security, Ethical Hacking",5,146513,Bejaia,Cybersecurity,Information Technology,High School
"Negotiation, Sales Forecasting, Lead Generation, Customer Service",1,69983,Batna,Sales,Business,High School
"Supply Chain, Inventory Management, Routing, Fleet Management, Warehouse Ops",4,169186,Blida,Logistics,Supply Chain,Doctorate
"Auditing, Excel, Accounting, Risk Management",3,64595,Algiers,Finance,Business,High School
"Budgeting, Risk Management, Financial Analysis",13,47610,Mostaganem,Finance,Business,Doctorate
"WordPress, React, HTML",9,69960,Batna,Web Development,Information Technology,Doctorate
"Financial Analysis, Risk Management, Investment, Auditing, Excel, Budgeting",4,89125,Annaba,Finance,Business,Bachelor's
"Python, TensorFlow, Pandas",4,71761,Tizi Ouzou,Data Science,Information Technology,Doctorate
"Cold Calling, Negotiation, Sales Forecasting, Lead Generation, CRM",4,58112,Ghardaia,Sales,Business,Ingénieur
"Windows Server, Networking, Virtualization",1,166021,Algiers,System Administration,Information Technology,Technical Diploma
"CRM, Lead Generation, Sales Forecasting",5,96729,Tlemcen,Sales,Business,Ingénieur
"JavaScript, SQL, C++, Spring, Django, Git",4,124492,Chlef,Software Engineering,Information Technology,Ingénieur
"SQL, Spring, Python, REST",2,65401,Tlemcen,Software Engineering,Information Technology,Bachelor's
"Sales Forecasting, Lead Generation, CRM, Negotiation",5,142604,Batna,Sales,Business,High School
"Carpentry, Blueprint Reading, Masonry, Plumbing, Safety Procedures, Site Management",12,116138,Sidi Bel Abbès,Construction,Construction,Technical Diploma
"Legal Research, Litigation, Negotiation",2,61462,Setif,Legal,Legal,High School
"Phlebotomy, Medical Terminology, EMR",8,114487,Mostaganem,Healthcare,Health,No Formal Education
"Content Creation, Copywriting, Google Ads, Branding",5,59829,Relizane,Marketing,Business,Technical Diploma
"Photoshop, Graphic Design, 3D Modeling",2,181154,Biskra,Art & Design,Creative,Technical Diploma
"Creativity, Photoshop, UI/UX, Illustrator, Graphic Design, 3D Modeling",4,34710,Chlef,Art & Design,Creative,Doctorate
"Lead Generation, Cold Calling, Negotiation, Sales Forecasting, CRM",3,97232,Blida,Sales,Business,Doctorate
"Warehouse Ops, Supply Chain, Routing, Inventory Management",5,68435,Skikda,Logistics,Supply Chain,Doctorate
"E-Learning, Classroom Management, Mentoring, Assessment",4,90116,M'Sila,Education,Education,No Formal Education
"Creativity, Illustrator, Photoshop, Graphic Design",11,78637,Bordj Bou Arreridj,Art & Design,Creative,Master's
"Python, C++, Spring",1,133840,Tipaza,Software Engineering,Information Technology,Technical Diploma
"WordPress, JavaScript, React, Node.js, Responsive Design, HTML",1,112877,M'Sila,Web Development,Information Technology,High School
"Warehouse Ops, Routing, Inventory Management, Fleet Management, Supply Chain",7,38451,Biskra,Logistics,Supply Chain,Master's
"Machine Learning, TensorFlow, Data Visualization, Pandas",7,107599,Oran,Data Science,Information Technology,Bachelor's
"Penetration Testing, Forensics, Ethical Hacking, Firewalls, Network Security",2,107811,Bordj Bou Arreridj,Cybersecurity,Information Technology,High School
"Tractor Operation, Agro-tech, Pest Control",3,102716,Oran,Agriculture,Agriculture,No Formal Education
"SQL, JavaScript, C++, Git, Spring",3,59448,Bordj Bou Arreridj,Software Engineering,Information Technology,Master's
"Irrigation, Tractor Operation, Pest Control, Soil Testing, Agro-tech",4,142272,Annaba,Agriculture,Agriculture,High School
"Budgeting, Risk Management, Investment, Financial Analysis, Excel",3,112203,Ghardaia,Finance,Business,High School
"Supply Chain, Inventory Management, Fleet Management, Routing",3,125824,Batna,Logistics,Supply Chain,Doctorate
"Regulatory Compliance, Case Management, Legal Research, Contracts",14,54379,Oran,Legal,Legal,Ingénieur
"Java, Django, JavaScript, C++, REST, Python",2,101308,Tipaza,Software Engineering,Information Technology,Ingénieur
"Cold Calling, CRM, Lead Generation",3,95474,Sidi Bel Abbès,Sales,Business,Technical Diploma
"Design, Blueprint Reading, AutoCAD, Project Management, SolidWorks",13,42380,Ghardaia,Engineering,Engineering,Bachelor's
"Supply Chain, Fleet Management, Inventory Management, Warehouse Ops",14,142602,Tizi Ouzou,Logistics,Supply Chain,Ingénieur
"Git, Java, SQL, C++, Python, Spring",9,74778,Tizi Ouzou,Software Engineering,Information Technology,Bachelor's
"Contracts, Legal Research, Negotiation, Regulatory Compliance, Case Management",7,103028,Sidi Bel Abbès,Legal,Legal,Doctorate
"Risk Management, Budgeting, Financial Analysis",5,116819,Ghardaia,Finance,Business,Bachelor's
"Safety Procedures, Blueprint Reading, Masonry, Site Management, Carpentry",1,52836,Tipaza,Construction,Construction,Ingénieur
"Linux, Networking, Virtualization",4,60131,Batna,System Administration,Information Technology,Bachelor's
"Java, Git, C++, REST, SQL, Spring",1,112447,Ouargla,Software Engineering,Information Technology,Ingénieur
"Reservation Systems, Food Safety, Event Planning, Front Desk, Customer Service",1,64707,Oran,Hospitality,Tourism & Hospitality,No Formal Education
"Illustrator, Graphic Design, UI/UX, 3D Modeling, Creativity",3,65940,Oran,Art & Design,Creative,Doctorate
"Financial Analysis, Investment, Accounting",1,195174,Chlef,Finance,Business,Technical Diploma
"Accounting, Investment, Financial Analysis, Auditing, Budgeting, Excel",1,62427,Annaba,Finance,Business,Doctorate
"CRM, Lead Generation, Sales Forecasting",5,76057,Ouargla,Sales,Business,Ingénieur
"Creativity, 3D Modeling, Photoshop",10,49118,Tlemcen,Art & Design,Creative,No Formal Education
"Google Ads, Copywriting, Social Media",12,82762,Bejaia,Marketing,Business,No Formal Education
"SQL, Django, Python",4,115103,M'Sila,Software Engineering,Information Technology,Bachelor's
"Java, Django, SQL, C++",1,84677,Bordj Bou Arreridj,Software Engineering,Information Technology,High School
"Copywriting, Branding, Content Creation, Analytics",3,161856,Tlemcen,Marketing,Business,High School
"Teaching, Classroom Management, Assessment",5,131556,Constantine,Education,Education,Master's
"SEO, Copywriting, Google Ads, Content Creation, Branding",2,90575,Chlef,Marketing,Business,Master's
"Patient Care, Anatomy, Phlebotomy",13,83912,Blida,Healthcare,Health,Master's
"Mentoring, E-Learning, Curriculum Design, Teaching, Classroom Management, Assessment",2,171759,Ouargla,Education,Education,Doctorate
"Graphic Design, Photoshop, Creativity",2,161085,Ouargla,Art & Design,Creative,Ingénieur
"Budgeting, Investment, Excel, Financial Analysis",1,95616,Blida,Finance,Business,No Formal Education
"Front Desk, Reservation Systems, Food Safety, Customer Service, Event Planning",2,171148,Annaba,Hospitality,Tourism & Hospitality,Bachelor's
"SIEM, Ethical Hacking, Penetration Testing",12,154821,Mostaganem,Cybersecurity,Information Technology,Doctorate
"Customer Service, Cold Calling, Lead Generation",2,122120,Bejaia,Sales,Business,High School
"WordPress, React, Responsive Design",6,74116,Sidi Bel Abbès,Web Development,Information Technology,Ingénieur
"Crop Management, Irrigation, Agro-tech",9,58343,Bordj Bou Arreridj,Agriculture,Agriculture,Ingénieur
"Reservation Systems, Event Planning, Customer Service, Food Safety",2,130624,Biskra,Hospitality,Tourism & Hospitality,Technical Diploma
"Photoshop, UI/UX, Graphic Design, Creativity",8,134649,Tizi Ouzou,Art & Design,Creative,Doctorate
"Routing, Supply Chain, Warehouse Ops, Fleet Management",2,72424,Sidi Bel Abbès,Logistics,Supply Chain,Technical Diploma
"Customer Service, Sales Forecasting, Cold Calling, Lead Generation, CRM",1,50598,Annaba,Sales,Business,Master's
"Legal Research, Litigation, Case Management, Regulatory Compliance, Contracts, Negotiation",1,55855,Oran,Legal,Legal,Bachelor's
"Tractor Operation, Agro-tech, Soil Testing, Crop Management, Irrigation",1,84733,Chlef,Agriculture,Agriculture,Technical Diploma
"Python, Git, REST, JavaScript",4,83161,Oran,Software Engineering,Information Technology,No Formal Education
"Git, JavaScript, C++, REST",5,68677,Biskra,Software Engineering,Information Technology,Ingénieur
"Litigation, Case Management, Contracts, Negotiation",4,107402,Ghardaia,Legal,Legal,No Formal Education
"3D Modeling, Photoshop, UI/UX",3,110964,Skikda,Art & Design,Creative,Doctorate
"Anatomy, Phlebotomy, Patient Care, Medical Terminology, EMR",5,49033,Bejaia,Healthcare,Health,Master's
"3D Modeling, Illustrator, Creativity, Photoshop, Graphic Design, UI/UX",1,92114,Batna,Art & Design,Creative,No Formal Education
"Patient Care, Phlebotomy, Medical Terminology, CPR, Anatomy",3,168858,Tipaza,Healthcare,Health,High School
"Inventory Management, Warehouse Ops, Fleet Management",14,49234,Skikda,Logistics,Supply Chain,Bachelor's
"Warehouse Ops, Fleet Management, Supply Chain, Routing",5,49489,M'Sila,Logistics,Supply Chain,High School
"Event Planning, Reservation Systems, Front Desk",3,109794,Tizi Ouzou,Hospitality,Tourism & Hospitality,High School
"Negotiation, Case Management, Contracts, Regulatory Compliance, Litigation, Legal Research",9,161146,M'Sila,Legal,Legal,Doctorate
"AutoCAD, Blueprint Reading, SolidWorks, Project Management, MATLAB",14,97472,Biskra,Engineering,Engineering,Technical Diploma
"AutoCAD, Blueprint Reading, Design, MATLAB, SolidWorks, Project Management",7,95553,Tizi Ouzou,Engineering,Engineering,Master's
"Python, Machine Learning, Data Visualization, TensorFlow, R",5,155770,Bejaia,Data Science,Information Technology,Doctorate
"Content Creation, Branding, Analytics",7,71772,Oran,Marketing,Business,Doctorate
"Responsive Design, HTML, WordPress, CSS, Node.js, JavaScript",1,108900,Biskra,Web Development,Information Technology,Technical Diploma
"Illustrator, Graphic Design, Photoshop, 3D Modeling, UI/UX",12,115858,Skikda,Art & Design,Creative,Bachelor's
"Agro-tech, Soil Testing, Irrigation, Tractor Operation, Pest Control, Crop Management",3,93803,Tipaza,Agriculture,Agriculture,Technical Diploma
"Negotiation, Contracts, Legal Research, Litigation, Regulatory Compliance",4,140665,Constantine,Legal,Legal,Doctorate
"Python, REST, Django, Java, C++, JavaScript",1,124689,Ghardaia,Software Engineering,Information Technology,Master's
"Anatomy, Patient Care, Phlebotomy, EMR, CPR",14,80255,Setif,Healthcare,Health,No Formal Education
"Creativity, Photoshop, UI/UX, Illustrator, Graphic Design, 3D Modeling",1,91054,Skikda,Art & Design,Creative,Technical Diploma
"Copywriting, SEO, Branding, Social Media, Google Ads, Analytics",2,123825,Ghardaia,Marketing,Business,Ingénieur
"React, WordPress, Responsive Design",2,75618,M'Sila,Web Development,Information Technology,High School
"Plumbing, Blueprint Reading, Masonry, Site Management, Safety Procedures, Carpentry",1,62107,Tlemcen,Construction,Construction,Technical Diploma
"Investment, Financial Analysis, Budgeting, Auditing, Accounting, Excel",1,92779,M'Sila,Finance,Business,Ingénieur
"Excel, Financial Analysis, Investment, Risk Management, Auditing",10,62133,Chlef,Finance,Business,Master's
"Windows Server, Security, Scripting, Virtualization",8,93241,Batna,System Administration,Information Technology,No Formal Education
"Budgeting, Investment, Financial Analysis, Auditing",13,107192,Tipaza,Finance,Business,Ingénieur
"Phlebotomy, Patient Care, Anatomy, CPR",1,112005,Tipaza,Healthcare,Health,Doctorate
"Networking, Windows Server, Virtualization, Security, Linux, Scripting",1,77711,Blida,System Administration,Information Technology,Ingénieur
"C++, SQL, Django, JavaScript",7,108472,Sidi Bel Abbès,Software Engineering,Information Technology,Bachelor's
"Fleet Management, Routing, Warehouse Ops",8,96388,Biskra,Logistics,Supply Chain,Doctorate
"Inventory Management, Fleet Management, Routing, Supply Chain",14,33902,Oran,Logistics,Supply Chain,Doctorate
"Budgeting, Risk Management, Auditing, Accounting",2,91479,Tlemcen,Finance,Business,High School
"Agro-tech, Soil Testing, Tractor Operation",2,39852,Annaba,Agriculture,Agriculture,High School
"Soil Testing, Agro-tech, Tractor Operation",4,118393,Skikda,Agriculture,Agriculture,Bachelor's
"Google Ads, Copywriting, Branding, Content Creation, Social Media",1,80804,Setif,Marketing,Business,Bachelor's
"Event Planning, Food Safety, Customer Service, Reservation Systems",4,107200,Tipaza,Hospitality,Tourism & Hospitality,High School
"Legal Research, Litigation, Contracts, Regulatory Compliance",1,126199,Bejaia,Legal,Legal,No Formal Education
"CPR, Patient Care, Phlebotomy, EMR, Anatomy",1,65680,Annaba,Healthcare,Health,Doctorate
