job title,hiring organization,department,seniority level,date posted,application deadline,valid through,sector,job location,experience required,education requirement,education_years,type of contract,available posts,description,benefits,predicted_salary_dzd,inferred_skills
Chem. Engineer,,Design,Lead,23/01/2025,22 April 2025,2025-04-22,Santé,Saïda,10-15 ans,Master,18,Freelance,10,"En tant que Lead Chem. Engineer, vous serez amené à gérer les processus. Expérience requise: 10-15 ans. Éducation: Master, 18 ans. Contrat: Freelance. Localisation: Saïda. Département: IT.",,608950,"Java, Network Security, Python, Cloud Computing"
Business Analyst,,Customer Success,Mid,"Aug 18, 2024",2024-11-16,2024-11-16,Admin,Hybride,5-7 ans,Bac,12,CDD,10,"Contrat: CDD. Localisation: Hybride. Département: IT. Expérience requise: 5-7 ans. Éducation: Bac, 12 ans. En tant que Mid Business Analyst, vous serez amené à coordonner l’équipe.","Télétravail partiel, Horaires flexibles",521799,"SAP, Investment Strategies, Financial Analysis, Excel, Accounting, Budgeting, Audit"
Exec. Assistant,,Training,Senior,20/09/2024,30 October 2024,2024-10-30,Juridique,Béjaïa,3-7 ans,Bac,12,Freelance,10,"Profil recherché (MIX):
Responsabilités:
- Cloud
- SEO
- Machine Learning
- Graphic Design
- Digital Marketing
Profil: Technical Writing; Excel
Compétences: Coordination, Excel
Avantages: CAD, SEO, Negotiation, Maintenance
","Participation bénéfices, Prime performance, Ticket Restaurant",211342,"Data Entry, Customer Service, Scheduling, Office Management, Document Control"
Researcher,,Design,Chief,"Feb 01, 2025",01/04/2025,2025-04-01,Admin,Blida,10-17 ans,Doctorat,20,Temps partiel,3,"Profil recherché (EN):
Responsabilités:
- Graphic Design
- Network Security
- Strategic Planning
- Machine Learning
Profil:
- Network Security
- Teamwork
- Graphic Design
Compétences: Data Analysis, Project Mgmt, UX/UI, Communication
Avantages:
- Coordination
- Negotiation
- Teamwork
- Strategic Planning
- Compliance
",,369085,"Clinical Trials, Patient Care, Pharmacovigilance, HIPAA Compliance, Medical Terminology"
Civil Engineer,,Customer Success,Senior,07 April 2025,22 May 2025,2025-05-22,Marketing,Constantine,1-11 ans,Doctorat,20,Stage,10,"Profil recherché (EN):
Responsabilités: SQL; Cloud; Coordination
Profil: Negotiation, SQL, Teamwork, Network Security, Research
Compétences: Customer Service; UX/UI; Coordination
Avantages: SQL; Compliance; Maintenance; Coordination
","Formation continue, Horaires flexibles",891843,"Cloud Computing, C++, Docker, Machine Learning, Python"
Event Planner,,Risk Management,Senior,19 August 2024,02/10/2024,2024-10-02,Informatique,Béjaïa,9-18 ans,Doctorat,20,Volontariat,3,"Expérience requise: 9-18 ans. Éducation: Doctorat, 20 ans. En tant que Senior Event Planner, vous serez amené à coordonner les relations clients. As Senior Event Planner, you'll manage innovative projects.","Formation continue, Voiture de fonction",483127,"Critical Thinking, Communication, Adaptability, Problem Solving, Time Management, Teamwork"
Civil Engineer,,Technical Support,Junior,2024-08-09,13 October 2024,2024-10-13,Santé,Télétravail,2-9 ans,Bac,12,Temporaire,10,"Profil recherché (EN):
Responsabilités: Maintenance, SQL, Machine Learning
Profil: SEO; Logistics; Excel; Maintenance; Python
Compétences:
- UX/UI
- Data Analysis
- Strategic Planning
- Coordination
Avantages: Blockchain; Technical Writing; Logistics
",,848186,"Network Security, Kubernetes, C++, Python, Machine Learning, Docker"
QA Engineer,,Research & Development,Mid,28/08/2024,28 September 2024,2024-09-28,Marketing,El Oued,0-8 ans,None,0,Alternance,2,"Expérience requise: 0-8 ans. Éducation: None, 0 ans. Contrat: Alternance. Localisation: El Oued. Département: IT. As Mid QA Engineer, you'll perform key projects.",,288367,"DevOps, Python, Machine Learning, Network Security, Cloud Computing, C++, Kubernetes"
Security Officer,,Quality Assurance,Chief,"Dec 26, 2024",15 March 2025,2025-03-15,Ingénierie,Blida,8-8 ans,Licence,16,Volontariat,10,"As Chief Security Officer, you'll design strategic projects. Contrat: Volontariat. Localisation: Blida. Département: IT. Expérience requise: 8-8 ans. Éducation: Licence, 16 ans.",,843996,"Java, Cloud Computing, Kubernetes, Network Security, Python, SQL"
Civil Engineer,,Customer Success,Chief,30/04/2024,23 June 2024,2024-06-23,Ingénierie,Blida,6-6 ans,Licence,16,CDD,1,"Contrat: CDD. Localisation: Blida. Département: Engineering. Expérience requise: 6-6 ans. Éducation: Licence, 16 ans. En tant que Chief Civil Engineer, vous serez amené à développer l’équipe.","Horaires flexibles, Assurance santé",413989,"SQL, Network Security, Docker, Cloud Computing"
Network Admin,,Strategy,Mid,12 February 2025,2025-04-12,2025-04-12,Marketing,Saïda,7-9 ans,Bac,12,Volontariat,5,"Profil recherché (FR):
Responsabilités:
- Cloud
- Negotiation
Profil:
- Machine Learning
- Customer Service
Compétences:
- Teamwork
- SEO
- Strategic Planning
- Compliance
Avantages: Logistics; Leadership; UX/UI
",,521023,"Cloud Computing, C++, Machine Learning, Kubernetes, Network Security, DevOps"
AI Ethics Consultant,,Product,Junior,2024-05-23,02/07/2024,2024-07-02,Juridique,Ghardaïa,9-11 ans,None,0,Temps plein,3,"Profil recherché (FR):
Responsabilités:
- Maintenance
- SQL
- Graphic Design
- SEO
- Project Mgmt
Profil: Coordination; Budgeting; Network Security; Cloud; SQL
Compétences: Network Security; Blockchain; Logistics
Avantages: UX/UI, Java, Budgeting, Excel, Coordination
","Voiture de fonction, Prime performance, Ticket Restaurant",236497,"Teamwork, Time Management, Adaptability, Communication, Critical Thinking"
Bioengineer,,Quality Assurance,Mid,2024-09-05,2024-10-20,2024-10-20,Finance,Saïda,7-9 ans,Licence,16,Temps plein,5,"Expérience requise: 7-9 ans. Éducation: Licence, 16 ans. Contrat: Temps plein. Localisation: Saïda. Département: HR. En tant que Mid Bioengineer, vous serez amené à superviser les relations clients.","Participation bénéfices, Télétravail partiel",511138,"Network Security, Kubernetes, Java, DevOps, Python"
Tech Writer,,Business Development,Chief,2025-04-22,03 June 2025,2025-06-03,RH,Annaba,3-3 ans,Master,18,CDI,1,"Expérience requise: 3-3 ans. Éducation: Master, 18 ans. As Chief Tech Writer, you'll manage key projects. Contrat: CDI. Localisation: Annaba. Département: Sales.",Formation continue,323739,"Kubernetes, Docker, Cloud Computing, DevOps, Python, Machine Learning, Network Security"
Project Manager,,Investor Relations,Senior,2024-10-24,2025-01-15,2025-01-15,Santé,Saïda,4-10 ans,Doctorat,20,CDI,5,"Contrat: CDI. Localisation: Saïda. Département: Legal. Expérience requise: 4-10 ans. Éducation: Doctorat, 20 ans. As Senior Project Manager, you'll perform key projects.",Prime performance,270683,"Process Optimization, Logistics, Inventory Control, Lean Management, Supply Chain Management"
Chem. Engineer,,Data Science,Junior,01/09/2024,2024-11-08,2024-11-08,Informatique,Télétravail,8-13 ans,Licence,16,Volontariat,5,"Expérience requise: 8-13 ans. Éducation: Licence, 16 ans. Contrat: Volontariat. Localisation: Télétravail. Département: HR. As Junior Chem. Engineer, you'll manage innovative projects.",Ticket Restaurant,312553,"Python, C++, Kubernetes, Network Security, Cloud Computing"
Sales Rep,,Quality Assurance,Senior,"Oct 27, 2024",29/11/2024,2024-11-29,Marketing,Tlemcen,9-16 ans,None,0,Volontariat,2,"Profil recherché (FR):
Responsabilités: Negotiation, UX/UI
Profil: Negotiation; Project Mgmt; Research; Network Security
Compétences: Organization, Data Analysis
Avantages: Digital Marketing, Customer Service, Negotiation, Strategic Planning, Compliance
","Participation bénéfices, Horaires flexibles, Formation continue",342247,"Communication, Problem Solving, Adaptability, Time Management"
Data Scientist,,Administration,Mid,"Aug 31, 2024",2024-10-25,2024-10-25,RH,Sétif,9-9 ans,None,0,Freelance,10,"As Mid Data Scientist, you'll design innovative projects. Contrat: Freelance. Localisation: Sétif. Département: Operations. Expérience requise: 9-9 ans. Éducation: None, 0 ans.","Prime performance, Ticket Restaurant, Formation continue",859531,"SQL, C++, DevOps, Cloud Computing"
PR Officer,,Health & Safety,Mid,31/03/2025,12 April 2025,2025-04-12,Admin,Alger,4-13 ans,Doctorat,20,Alternance,3,"Contrat: Alternance. Localisation: Alger. Département: HR. En tant que Mid PR Officer, vous serez amené à gérer les processus. As Mid PR Officer, you'll perform innovative projects.","Participation bénéfices, Ticket Restaurant, Horaires flexibles",437063,"Teamwork, Time Management, Adaptability, Communication, Critical Thinking"
Supply Chain Analyst,,Investor Relations,Senior,24 July 2024,22/08/2024,2024-08-22,Informatique,Oran,4-6 ans,None,0,CDD,10,"As Senior Supply Chain Analyst, you'll perform critical projects. Expérience requise: 4-6 ans. Éducation: None, 0 ans. Contrat: CDD. Localisation: Oran. Département: Engineering.","Prime performance, Formation continue, Participation bénéfices",674480,"Investment Strategies, Financial Analysis, Budgeting, Accounting, SAP"
CMO,,Customer Success,Senior,28 April 2024,2024-05-28,2024-05-28,Informatique,Saïda,1-11 ans,None,0,Alternance,10,"Profil recherché (FR):
Responsabilités: Coordination, SQL
Profil: CAD, UX/UI, Coordination, Data Analysis
Compétences:
- Negotiation
- Network Security
- Python
- SEO
- Cloud
Avantages:
- Technical Writing
- Cloud
- Blockchain
- Leadership
",Assurance santé,281819,"Critical Thinking, Teamwork, Communication, Adaptability, Time Management, Problem Solving"
Training Specialist,,Risk Management,Lead,"Feb 16, 2025",2025-03-11,2025-03-11,Ventes,Saïda,0-4 ans,None,0,Temporaire,3,"Profil recherché (EN):
Responsabilités: Technical Writing, Python, Project Mgmt, Graphic Design
Profil:
- Digital Marketing
- Cloud
- Project Mgmt
- Coordination
- Organization
Compétences: Maintenance, Digital Marketing, UX/UI
Avantages: Python, Budgeting, Graphic Design, Research
",Horaires flexibles,547040,"Time Management, Adaptability, Problem Solving, Communication"
Volunteer Coord.,,Public Relations,Lead,"Oct 12, 2024",03/12/2024,2024-12-03,Informatique,Ghardaïa,8-13 ans,Bac,12,Temporaire,1,"Profil recherché (FR):
Responsabilités: Data Analysis; Negotiation; Blockchain
Profil: Organization, Budgeting
Compétences: Coordination; Compliance
Avantages: Customer Service, Strategic Planning, Excel, Coordination, Data Analysis
",,164128,"Communication, Critical Thinking, Time Management, Problem Solving, Teamwork"
Recruiter,,Investor Relations,Chief,18/04/2025,06 June 2025,2025-06-06,Marketing,Saïda,9-17 ans,Bac,12,Volontariat,1,"Contrat: Volontariat. Localisation: Saïda. Département: IT. En tant que Chief Recruiter, vous serez amené à coordonner les systèmes. Expérience requise: 9-17 ans. Éducation: Bac, 12 ans.",,965281,"C++, Machine Learning, SQL, Java, Cloud Computing"
Digital Marketer,,Customer Success,Mid,17/01/2025,2025-03-31,2025-03-31,Ingénierie,Hybride,5-7 ans,Bac,12,Alternance,10,"Contrat: Alternance. Localisation: Hybride. Département: Legal. As Mid Digital Marketer, you'll lead critical projects. Expérience requise: 5-7 ans. Éducation: Bac, 12 ans.","Assurance santé, Télétravail partiel, Formation continue",320233,"Docker, Network Security, DevOps, SQL"
Blockchain Dev,,IT Support,Chief,"Apr 03, 2025",13 June 2025,2025-06-13,Juridique,Tlemcen,1-1 ans,Licence,16,Volontariat,2,"As Chief Blockchain Dev, you'll design strategic projects. Expérience requise: 1-1 ans. Éducation: Licence, 16 ans. Contrat: Volontariat. Localisation: Tlemcen. Département: HR.",Prime performance,352296,"Teamwork, Communication, Time Management, Adaptability, Problem Solving, Critical Thinking"
Civil Engineer,,Investor Relations,Senior,2024-09-17,2024-11-25,2024-11-25,Santé,Annaba,4-7 ans,None,0,Temps plein,5,"Expérience requise: 4-7 ans. Éducation: None, 0 ans. En tant que Senior Civil Engineer, vous serez amené à superviser l’équipe. Contrat: Temps plein. Localisation: Annaba. Département: Engineering.","Télétravail partiel, Formation continue",318703,"Docker, Kubernetes, Machine Learning, C++, SQL, Network Security"
DB Admin,,Corporate Affairs,Junior,"Oct 12, 2024",2024-11-05,2024-11-05,Admin,Béjaïa,7-17 ans,Doctorat,20,Alternance,5,"Expérience requise: 7-17 ans. Éducation: Doctorat, 20 ans. As Junior DB Admin, you'll perform strategic projects. Contrat: Alternance. Localisation: Béjaïa. Département: Operations.","Assurance santé, Voiture de fonction",520063,"Customer Service, Office Management, Data Entry, Scheduling, Document Control"
Translator,,Design,Chief,2025-02-04,2025-05-02,2025-05-02,Santé,Tlemcen,2-11 ans,Doctorat,20,CDD,1,"Profil recherché (FR):
Responsabilités: Organization, CAD, Customer Service, Python, Research
Profil: Compliance, UX/UI
Compétences: Leadership, Customer Service, Teamwork
Avantages:
- Blockchain
- Logistics
","Assurance santé, Ticket Restaurant, Voiture de fonction",377397,"Critical Thinking, Problem Solving, Adaptability, Teamwork, Time Management, Communication"
Data Scientist,,Public Relations,Lead,28 August 2024,15/10/2024,2024-10-15,Marketing,Oran,5-14 ans,Doctorat,20,Temps plein,1,"Profil recherché (FR):
Responsabilités: Teamwork; Machine Learning; Negotiation; Budgeting
Profil: Cloud, Machine Learning, Budgeting, Strategic Planning, Leadership
Compétences:
- Communication
- SQL
Avantages: SQL, Organization, Java, UX/UI
","Formation continue, Prime performance",687380,"Machine Learning, Network Security, Docker, DevOps"
Legal Advisor,,Compliance,Lead,2024-11-17,07/01/2025,2025-01-07,Finance,El Oued,7-15 ans,None,0,Temps plein,5,"Profil recherché (MIX):
Responsabilités:
- Graphic Design
- Compliance
- Coordination
- Network Security
- Strategic Planning
Profil:
- Network Security
- Excel
Compétences: Leadership; Excel; UX/UI
Avantages: Budgeting; Data Analysis; Graphic Design
",,512566,"Legal Research, Regulatory Affairs, Compliance, Negotiation, Contract Drafting, Litigation Support"
Sales Rep,,Public Relations,Mid,18/06/2024,16 August 2024,2024-08-16,Marketing,Tlemcen,0-1 ans,Doctorat,20,Volontariat,5,"Expérience requise: 0-1 ans. Éducation: Doctorat, 20 ans. As Mid Sales Rep, you'll design innovative projects. En tant que Mid Sales Rep, vous serez amené à développer les processus.",,365369,"Teamwork, Adaptability, Critical Thinking, Problem Solving, Communication"
QA Engineer,,Investor Relations,Junior,2024-07-12,17/08/2024,2024-08-17,Ventes,Sétif,5-10 ans,Master,18,CDD,5,"Profil recherché (MIX):
Responsabilités: SEO; Digital Marketing
Profil:
- Machine Learning
- Budgeting
Compétences: Project Mgmt, Python, Network Security, Technical Writing, Compliance
Avantages: Project Mgmt; Logistics
","Formation continue, Voiture de fonction, Télétravail partiel",796961,"Java, C++, DevOps, Docker, Kubernetes, Network Security"
Researcher,,Health & Safety,Chief,"Mar 27, 2025",02/05/2025,2025-05-02,Finance,Constantine,0-0 ans,None,0,Stage,1,"As Chief Researcher, you'll design strategic projects. En tant que Chief Researcher, vous serez amené à développer les systèmes. Expérience requise: 0-0 ans. Éducation: None, 0 ans.","Participation bénéfices, Ticket Restaurant",486123,"HIPAA Compliance, Patient Care, Pharmacovigilance, Clinical Trials, Medical Terminology"
Marketing Manager,,Research & Development,Chief,01/11/2024,14 November 2024,2024-11-14,Santé,Alger,5-6 ans,Doctorat,20,Temporaire,5,"Profil recherché (MIX):
Responsabilités: Machine Learning; Customer Service
Profil: Research; Digital Marketing; Communication
Compétences: Research; Communication; Data Analysis; Graphic Design
Avantages: Python, Compliance, Digital Marketing
",,258140,"Google Analytics, Content Strategy, Public Relations, Brand Management"
Content Writer,,Business Development,Senior,"Dec 05, 2024",25 February 2025,2025-02-25,Marketing,Oran,1-2 ans,Master,18,Temporaire,3,"Profil recherché (EN):
Responsabilités:
- Blockchain
- CAD
- Data Analysis
- Maintenance
Profil: Digital Marketing, Project Mgmt
Compétences:
- Project Mgmt
- Negotiation
- Teamwork
- Organization
Avantages:
- Maintenance
- Digital Marketing
- Strategic Planning
",,487707,"DevOps, Java, C++, Python, Machine Learning"
