job title,department,date posted,application deadline,valid through,sector,job location,education requirement,education_years,type of contract,available posts,benefits,technical_skills,experience_min_req,experience_max_req,edu_value,language_proficiency,education_requirement_std,salary
Administrative Manager,General Management,2025-03-27,2025-04-08,2025-05-08,Pharmaceuticals,Chlef,Master,17,CDD,13,"Formation continue, Télétravail partiel, Tickets restaurant","Project Management, Report Writing, French Bilingual, Team Leadership, Microsoft Office",0,15,17,"Arabic, French",Master,64900.0
International Student Advisor,International Relations,2025-04-04,2025-05-29,2025-06-28,Education,Tamanrasset,Ingénieur d'État,19,CDI,8,"Voiture de fonction, Tickets restaurant, Épargne entreprise","Report Writing, Microsoft Office, Project Management, French Bilingual, Team Leadership",5,6,19,"Arabic, French",Ingénieur d'État,36800.0
Administrative Manager,General Management,2025-04-06,2025-05-21,2025-06-20,Pharmaceuticals,Skikda,Master,17,Freelance,15,"Télétravail partiel, Épargne entreprise, Prime de performance","Microsoft Office, Report Writing, Team Leadership, French Bilingual, Project Management",1,13,17,"Arabic, French",Master,63700.0
Facilities Manager,Operations,2025-04-17,2025-04-30,2025-05-30,Transport & Logistics,Sétif,Doctorat,20,Alternance,2,"Crèche d'entreprise, Épargne entreprise, Télétravail partiel","French Bilingual, Project Management, Report Writing, Microsoft Office, Team Leadership",2,10,20,"Arabic, French",Doctorat,43800.0
Logistics Coordinator,Operations,2025-04-10,2025-04-18,2025-05-18,Aerospace & Defense,Jijel,Master,17,Alternance,15,"Tickets restaurant, Assurance maladie, Télétravail partiel","Microsoft Office, Report Writing, French Bilingual, Team Leadership, Project Management",3,5,17,"Arabic, French",Master,56300.0
Logistics Coordinator,Operations,2025-04-13,2025-05-09,2025-06-08,Mining,Batna,Bac,12,Stage,6,"Assurance maladie, Voiture de fonction, Formation continue","Report Writing, Microsoft Office, Project Management, French Bilingual, Team Leadership",2,11,12,"Arabic, French",Baccalaureate,44600.0
Supply Chain Manager,Operations,2025-04-18,2025-05-07,2025-06-06,Fisheries,Batna,Ingénieur d'État,19,Freelance,1,"Prime de performance, Crèche d'entreprise, Épargne entreprise","Project Management, Report Writing, Team Leadership, Microsoft Office, French Bilingual",2,6,19,"Arabic, French",Ingénieur d'État,40200.0
Financial Controller,Accounting & Auditing,2025-04-15,2025-04-24,2025-05-24,Banking & Finance,Béchar,Master,17,CDD,11,"Prime de performance, Télétravail partiel, Formation continue","Microsoft Office, Team Leadership, French Bilingual, Project Management, Report Writing",2,13,17,"Arabic, French",Master,64900.0
Operations Manager,Operations,2025-04-14,2025-05-24,2025-06-23,Construction,Skikda,Licence,15,CDI,13,"Tickets restaurant, Formation continue, Assurance maladie","Team Leadership, French Bilingual, Microsoft Office, Project Management, Report Writing",1,8,15,"Arabic, French",License,59200.0
Mobile App Developer,Mobile Development,2025-04-19,2025-06-03,2025-07-03,Information Technology,El Oued,Licence,15,Freelance,7,"Assurance maladie, Formation continue, Épargne entreprise","French Bilingual, Project Management, Team Leadership, Report Writing, Microsoft Office",2,6,15,"Arabic, French",License,48300.0
Operations Manager,General Management,2025-03-26,2025-05-14,2025-06-13,Retail,Chlef,Bac,12,Stage,13,"Crèche d'entreprise, Prime de performance, Assurance maladie","French Bilingual, Report Writing, Team Leadership, Microsoft Office, Project Management",2,3,12,"Arabic, French",Baccalaureate,37600.0
Help Desk Analyst,IT Support,2025-04-04,2025-04-11,2025-05-11,Information Technology,Chlef,Doctorat,20,CDI,11,"Voiture de fonction, Assurance maladie, Prime de performance","Team Leadership, Report Writing, Microsoft Office, French Bilingual, Project Management",5,14,20,"Arabic, French",Doctorat,49900.0
Refinery Manager,Refining & Processing,2025-04-19,2025-05-02,2025-06-01,Energy & Petroleum,Constantine,Doctorat,20,Alternance,6,"Épargne entreprise, Voiture de fonction, Prime de performance","Project Management, Report Writing, Team Leadership, French Bilingual, Microsoft Office",0,15,20,"Arabic, French",Doctorat,79500.0
Team Leader,General Management,2025-04-01,2025-04-25,2025-05-25,Tourism & Hospitality,Illizi,Bac,12,Freelance,13,"Assurance maladie, Tickets restaurant, Épargne entreprise","Team Leadership, Report Writing, French Bilingual, Project Management, Microsoft Office",4,5,12,"Arabic, French",Baccalaureate,41100.0
Operations Manager,General Management,2025-04-02,2025-05-14,2025-06-13,Retail,Tiaret,Ingénieur d'État,19,Alternance,9,"Prime de performance, Assurance maladie, Crèche d'entreprise","French Bilingual, Team Leadership, Report Writing, Microsoft Office, Project Management",0,5,19,"Arabic, French",Ingénieur d'État,37600.0
Risk Assessment Specialist,"HSE (Health, Safety, Environment)",2025-03-27,2025-04-03,2025-05-03,Energy & Petroleum,Timimoun,Doctorat,20,CDD,2,"Épargne entreprise, Tickets restaurant, Télétravail partiel","Project Management, Microsoft Office, French Bilingual, Team Leadership, Report Writing",0,11,20,"Arabic, French",Doctorat,73500.0
Supply Chain Manager,Operations,2025-04-23,2025-05-27,2025-06-26,Fisheries,Mostaganem,Master,17,CDD,9,"Crèche d'entreprise, Épargne entreprise, Voiture de fonction","Project Management, Team Leadership, French Bilingual, Microsoft Office, Report Writing",2,12,17,"Arabic, French",Master,63700.0
Project Manager,General Management,2025-03-29,2025-05-04,2025-06-03,Renewable Energy,Illizi,Licence,15,Alternance,1,"Tickets restaurant, Voiture de fonction, Télétravail partiel","Report Writing, Microsoft Office, Team Leadership, French Bilingual, Project Management",2,11,15,"Arabic, French",License,53500.0
Logistics Coordinator,Operations,2025-04-08,2025-04-15,2025-05-15,Aerospace & Defense,Algiers,Master,17,Stage,15,"Télétravail partiel, Formation continue, Prime de performance","Microsoft Office, Project Management, Team Leadership, French Bilingual, Report Writing",5,15,17,"Arabic, French",Master,71000.0
General Director,General Management,2025-04-11,2025-06-07,2025-07-07,Public Sector,Blida,Master,17,Freelance,3,"Formation continue, Télétravail partiel, Tickets restaurant","Team Leadership, Project Management, French Bilingual, Microsoft Office, Report Writing",2,12,17,"Arabic, French",Master,63700.0
Operations Manager,General Management,2025-03-30,2025-05-10,2025-06-09,Renewable Energy,Oran,Bac,12,Stage,12,"Crèche d'entreprise, Voiture de fonction, Prime de performance","Team Leadership, French Bilingual, Project Management, Report Writing, Microsoft Office",2,4,12,"Arabic, French",Baccalaureate,38500.0
Blockchain Developer,FinTech Innovation,2025-04-24,2025-05-14,2025-06-13,Banking & Finance,Tamanrasset,Master,17,Freelance,13,"Formation continue, Assurance maladie, Crèche d'entreprise","French Bilingual, Report Writing, Microsoft Office, Team Leadership, Project Management",1,10,17,"Arabic, French",Master,60000.0
Project Manager,General Management,2025-04-01,2025-05-01,2025-05-31,Retail,Tlemcen,Ingénieur d'État,19,Stage,4,"Télétravail partiel, Crèche d'entreprise, Prime de performance","Microsoft Office, Project Management, Report Writing, Team Leadership, French Bilingual",5,4,19,"Arabic, French",Ingénieur d'État,41100.0
Blockchain Developer,FinTech Innovation,2025-04-18,2025-06-07,2025-07-07,Banking & Finance,In Salah,Master,17,Stage,12,"Formation continue, Tickets restaurant, Prime de performance","Team Leadership, Microsoft Office, Report Writing, Project Management, French Bilingual",1,6,17,"Arabic, French",Master,55100.0
Production Supervisor,Operations,2025-04-05,2025-04-20,2025-05-20,Transport & Logistics,Jijel,Bac,12,Freelance,7,"Assurance maladie, Formation continue, Voiture de fonction","Microsoft Office, Team Leadership, French Bilingual, Report Writing, Project Management",4,14,12,"Arabic, French",Baccalaureate,49000.0
Cloud Architect,Cloud Infrastructure,2025-04-15,2025-05-15,2025-06-14,Information Technology,Ghardaïa,Licence,15,CDI,5,"Épargne entreprise, Crèche d'entreprise, Prime de performance","French Bilingual, Microsoft Office, Project Management, Team Leadership, Report Writing",4,6,15,"Arabic, French",License,50400.0
General Director,General Management,2025-04-15,2025-05-06,2025-06-05,Media & Entertainment,Tlemcen,Bac,12,Alternance,9,"Prime de performance, Formation continue, Tickets restaurant","Team Leadership, Report Writing, Microsoft Office, French Bilingual, Project Management",0,9,12,"Arabic, French, English",Baccalaureate,52900.0
Logistics Coordinator,Operations,2025-04-01,2025-05-26,2025-06-25,Transport & Logistics,Constantine,Doctorat,20,Freelance,15,"Assurance maladie, Télétravail partiel, Tickets restaurant","Team Leadership, Project Management, Report Writing, Microsoft Office, French Bilingual",5,4,20,"Arabic, French",Doctorat,41100.0
Maintenance Supervisor,Medical Equipment Maintenance,2025-04-07,2025-05-22,2025-06-21,Healthcare,Ghardaïa,Doctorat,20,CDD,10,"Assurance maladie, Prime de performance, Épargne entreprise","Microsoft Office, Team Leadership, Project Management, French Bilingual, Report Writing",5,4,20,"Arabic, French",Doctorat,52900.0
Administrative Manager,General Management,2025-04-14,2025-06-04,2025-07-04,Tourism & Hospitality,Oran,Licence,15,CDI,4,"Tickets restaurant, Assurance maladie, Crèche d'entreprise","Microsoft Office, Team Leadership, Project Management, Report Writing, French Bilingual",4,3,15,"Arabic, French",License,47200.0
Operations Manager,General Management,2025-04-04,2025-05-09,2025-06-08,Renewable Energy,Blida,Licence,15,Stage,11,"Assurance maladie, Formation continue, Tickets restaurant","Project Management, Microsoft Office, French Bilingual, Report Writing, Team Leadership",4,7,15,"Arabic, French",License,51500.0
Department Director,General Management,2025-04-04,2025-04-25,2025-05-25,Fisheries,Skikda,Ingénieur d'État,19,Stage,4,"Tickets restaurant, Prime de performance, Assurance maladie","Project Management, Microsoft Office, Team Leadership, Report Writing, French Bilingual",2,15,19,"Arabic, French",Ingénieur d'État,48100.0
General Director,General Management,2025-04-07,2025-05-03,2025-06-02,Transport & Logistics,M'sila,Doctorat,20,CDI,8,"Assurance maladie, Crèche d'entreprise, Prime de performance","Team Leadership, Project Management, Microsoft Office, French Bilingual, Report Writing",4,12,20,"Arabic, French",Doctorat,47200.0
Facilities Manager,Operations,2025-03-27,2025-04-22,2025-05-22,Tourism & Hospitality,Algiers,Bac,12,Alternance,1,"Assurance maladie, Formation continue, Épargne entreprise","Team Leadership, Project Management, Report Writing, Microsoft Office, French Bilingual",1,7,12,"Arabic, French",Baccalaureate,40200.0
Fund Accountant,Investment Management,2025-04-14,2025-05-20,2025-06-19,Banking & Finance,Tindouf,Bac,12,Freelance,15,"Crèche d'entreprise, Épargne entreprise, Formation continue","Project Management, Report Writing, Team Leadership, Microsoft Office, French Bilingual",1,8,12,"Arabic, French",Baccalaureate,41100.0
Logistics Coordinator,Operations,2025-03-29,2025-05-11,2025-06-10,Pharmaceuticals,Batna,Licence,15,Stage,6,"Épargne entreprise, Télétravail partiel, Voiture de fonction","Microsoft Office, Report Writing, French Bilingual, Team Leadership, Project Management",4,13,15,"Arabic, French",License,57800.0
Supply Chain Manager,Operations,2025-04-24,2025-05-25,2025-06-24,Telecommunications,Jijel,Master,17,Stage,15,"Prime de performance, Épargne entreprise, Tickets restaurant","Project Management, Microsoft Office, Report Writing, Team Leadership, French Bilingual",4,6,17,"Arabic, French",Master,58800.0
Logistics Coordinator,Operations,2025-04-17,2025-05-05,2025-06-04,Renewable Energy,Saïda,Master,17,CDI,4,"Formation continue, Épargne entreprise, Télétravail partiel","Project Management, Report Writing, Microsoft Office, French Bilingual, Team Leadership",4,8,17,"Arabic, French",Master,61200.0
Research Assistant,Medical Research,2025-04-18,2025-05-05,2025-06-04,Healthcare,Ouargla,Bac,12,CDI,13,"Formation continue, Crèche d'entreprise, Télétravail partiel","Research Ethics, Regulatory Affairs, Epidemiology, Biostatistics, Medical Writing, Clinical Trials, Laboratory Management",5,15,12,"Arabic, French",Baccalaureate,65200.0
Department Director,General Management,2025-04-12,2025-05-27,2025-06-26,Renewable Energy,Tizi Ouzou,Master,17,CDD,5,"Crèche d'entreprise, Télétravail partiel, Tickets restaurant","Project Management, Microsoft Office, French Bilingual, Team Leadership, Report Writing",0,9,17,"Arabic, French",Master,57600.0
Operations Manager,General Management,2025-04-07,2025-06-06,2025-07-06,Telecommunications,Biskra,Master,17,Alternance,13,"Assurance maladie, Crèche d'entreprise, Télétravail partiel","Team Leadership, Microsoft Office, French Bilingual, Project Management, Report Writing",3,9,17,"Arabic, French",Master,61200.0
Facilities Manager,Operations,2025-04-14,2025-06-13,2025-07-13,Retail,Tamanrasset,Doctorat,20,Freelance,15,"Télétravail partiel, Assurance maladie, Formation continue","Project Management, Report Writing, Team Leadership, Microsoft Office, French Bilingual",0,15,20,"Arabic, French",Doctorat,46400.0
Medical Records Manager,Hospital Administration,2025-04-12,2025-05-23,2025-06-22,Healthcare,Saïda,Doctorat,20,Stage,9,"Crèche d'entreprise, Télétravail partiel, Tickets restaurant","Project Management, Report Writing, Microsoft Office, French Bilingual, Team Leadership",0,7,20,"Arabic, French",Doctorat,50600.0
Facilities Manager,Operations,2025-04-09,2025-05-17,2025-06-16,Renewable Energy,Ouargla,Bac,12,CDD,4,"Formation continue, Voiture de fonction, Assurance maladie","Report Writing, Project Management, Microsoft Office, Team Leadership, French Bilingual",4,11,12,"Arabic, French",Baccalaureate,46400.0
Chief Accountant,Accounting & Auditing,2025-03-28,2025-04-27,2025-05-27,Banking & Finance,Mostaganem,Bac,12,Freelance,4,"Voiture de fonction, Tickets restaurant, Télétravail partiel","Report Writing, Microsoft Office, French Bilingual, Team Leadership, Project Management",1,12,12,"Arabic, French",Baccalaureate,44600.0
Biomedical Engineer,Medical Equipment Maintenance,2025-04-15,2025-05-10,2025-06-09,Healthcare,Tizi Ouzou,Ingénieur d'État,19,Alternance,14,"Épargne entreprise, Voiture de fonction, Prime de performance","Team Leadership, French Bilingual, Report Writing, Project Management, Microsoft Office",4,14,19,"Arabic, French",Ingénieur d'État,63000.0
Supply Chain Manager,Export Operations,2025-04-21,2025-05-16,2025-06-15,Agriculture,Oran,Master,17,Alternance,8,"Prime de performance, Tickets restaurant, Épargne entreprise","French Bilingual, Report Writing, Team Leadership, Project Management, Microsoft Office",0,5,17,"Arabic, French",Master,52700.0
Production Supervisor,Operations,2025-03-28,2025-05-13,2025-06-12,Tourism & Hospitality,Djanet,Bac,12,CDD,11,"Voiture de fonction, Tickets restaurant, Formation continue","Team Leadership, French Bilingual, Report Writing, Microsoft Office, Project Management",4,15,12,"Arabic, French",Baccalaureate,49900.0
