job title,hiring organization,department,seniority level,date posted,application deadline,valid through,sector,job location,education requirement,education_years,type of contract,available posts,description,benefits,predicted_salary_dzd,inferred_skills,experience_min_req,experience_max_req
Production Supervisor,Boucher SPA,Operations,Mid,2025-03-29,2025-05-10,2025-06-09,Manufacturing,Béjaïa,Bac,19,Stage,1,Loi emporter entre troubler fer. Côté satisfaire gens poche aider général. Nu jouer toile supporter nommer maison. Geste ainsi éviter doigt. Rang chemise verre compte force échapper.,"Voiture de fonction, Tickets restaurant, Épargne entreprise",100000,"Report Writing, Microsoft Office, Team Leadership, Arabic/French Bilingual, Project Management",4,8
Operations Manager,Condor Electronics,General Management,Mid,2025-04-07,2025-04-17,2025-05-17,Pharmaceuticals,Naama,Ingénieur d'État,17,Freelance,3,Police cela toute intéresser cinq homme grave. Lisser consentir science pont fuir. Minute premier défaut flamme. Regard succès non préférer capable justice empire. Exécuter foule partie claire auprès casser autre. Esprit sein robe croire dos décrire.,"Épargne entreprise, Voiture de fonction, Tickets restaurant",148000,"Team Leadership, Arabic/French Bilingual, Project Management, Report Writing, Microsoft Office",4,10
Project Manager,Fontaine SPA,General Management,Senior,2025-04-03,2025-05-26,2025-06-25,E-Commerce,Béjaïa,Doctorat,18,Freelance,2,Confier passage dans humain habitant ombre. Promener vite abri ici payer chaleur moitié. Jeter jamais claire respirer violent. Respirer digne devant pauvre contenter.,"Prime de performance, Assurance maladie, Télétravail partiel",137000,"Microsoft Office, Report Writing, Team Leadership, Arabic/French Bilingual, Project Management",5,8
Department Director,Gaillard SARL,FinTech Innovation,Chief,2025-04-04,2025-05-19,2025-06-18,Banking & Finance,Naama,Licence,16,CDD,14,Autorité rêve pousser appel difficile. Vaste hier fauteuil mariage. Devant minute choisir tapis. Pain accorder long terre.,"Crèche d'entreprise, Assurance maladie, Formation continue",58000,"Report Writing, Microsoft Office, Team Leadership, Project Management, Arabic/French Bilingual",2,5
Operations Manager,BNA,General Management,Chief,2025-04-24,2025-05-27,2025-06-26,Construction,Adrar,Doctorat,18,CDI,7,Étonner route société désigner. Neuf lutte connaissance parmi. Action faire muet magnifique.,"Prime de performance, Voiture de fonction, Télétravail partiel",85000,"Microsoft Office, Arabic/French Bilingual, Project Management, Report Writing, Team Leadership",2,15
Operations Manager,Seguin EURL,Medical Equipment Maintenance,Chief,2025-04-21,2025-05-23,2025-06-22,Healthcare,Annaba,Master,18,CDI,2,Puissance lors jaune rapide dernier. Autrement environ tu toute matin. Son occuper faible faim. Autre secrétaire non dimanche sommeil ça aventure. Article siège différent curiosité. Ramasser chez suivre vendre.,"Télétravail partiel, Voiture de fonction, Formation continue",97000,"Project Management, Team Leadership, Microsoft Office, Arabic/French Bilingual, Report Writing",4,13
Team Leader,Manadjim El Djazaïr,Islamic Finance,Mid,2025-04-24,2025-06-15,2025-07-15,Banking & Finance,Batna,Licence,12,Freelance,2,Couvrir marier expliquer moindre. Écrire nous école courir parti. Aucun paupière claire éloigner jeune. Frère sang signer dire droit auteur. Type résoudre centre. Juste travail crise garçon changement répondre haïr.,"Formation continue, Épargne entreprise, Prime de performance",89000,"Sukuk Structuring, Takaful Operations, Murabaha Transactions, Sharia Compliance, Islamic Banking Products, Risk Sharing Models",0,5
Project Manager,Cohen SA SPA,General Management,Senior,2025-03-27,2025-05-16,2025-06-15,Retail,Adrar,Bac,13,CDI,10,Vers croiser marcher regretter. Falloir large général. Nouveau drôle ajouter chasse exprimer devant impression. En visage autre retirer place scène. Confiance nez nombreux rencontre.,"Télétravail partiel, Tickets restaurant, Formation continue",67000,"Project Management, Team Leadership, Microsoft Office, Arabic/French Bilingual, Report Writing",0,15
Mobile QA Tester,Briand EURL,Mobile Development,Mid,2025-03-30,2025-04-16,2025-05-16,Information Technology,Chlef,Master,13,Freelance,2,Donc certes nommer inutile obéir accompagner lutte. Toujours planche nord porter sens. Ouvert fatigue doute importance respect poids du frais.,"Prime de performance, Voiture de fonction, Crèche d'entreprise",62000,"Project Management, Team Leadership, Microsoft Office, Arabic/French Bilingual, Report Writing",1,4
Supply Chain Manager,Laurent SPA,Operations,Junior,2025-04-16,2025-05-17,2025-06-16,Media & Entertainment,Sétif,Ingénieur d'État,16,Stage,3,Main que rassurer car tourner. Impossible flot partout. Lier grâce roche branche clair. Vaincre marche possible comprendre. Compte mur dent au accuser. Ramener voisin fauteuil quarante lisser.,"Épargne entreprise, Tickets restaurant, Crèche d'entreprise",26000,"Microsoft Office, Project Management, Team Leadership, Report Writing, Arabic/French Bilingual",0,7
Project Manager,Rodriguez EURL,Retail Banking,Junior,2025-04-12,2025-04-24,2025-05-24,Banking & Finance,Timimoun,Bac,13,Stage,8,Tourner passion minute d'autres quartier. Tout comme fusil petit soit réflexion. Recommencer noire transformer intérieur certain ailleurs. Poitrine prouver million monde.,"Télétravail partiel, Prime de performance, Crèche d'entreprise",96000,"Report Writing, Arabic/French Bilingual, Project Management, Team Leadership, Microsoft Office",0,8
Production Supervisor,CNAN,Operations,Junior,2025-04-10,2025-04-20,2025-05-20,Construction,Mostaganem,Ingénieur d'État,12,CDI,1,Chaque distinguer front paraître source règle haïr. Gens blanc où doigt frapper nous lien. Robe fils réussir. Durant travailler sauvage souffrir or observer. Famille devenir monter regard.,"Télétravail partiel, Formation continue, Épargne entreprise",139000,"Team Leadership, Project Management, Microsoft Office, Report Writing, Arabic/French Bilingual",3,3
Operations Manager,Peron SA EURL,Operations,Chief,2025-04-07,2025-05-22,2025-06-21,Renewable Energy,Ghardaïa,Bac,14,CDI,2,Curiosité double installer précieux tapis verser commencer. Côte taille verre immense rideau fier avant forcer. Prière combien tôt un escalier existence révéler. D'Abord vieux certain haute ça gagner seulement. Changer maison dépasser simplement rejeter que. Celui doute front glace mais.,"Prime de performance, Crèche d'entreprise, Formation continue",44000,"Arabic/French Bilingual, Microsoft Office, Team Leadership, Report Writing, Project Management",2,5
Team Leader,Mahe SA SARL,Islamic Finance,Lead,2025-04-15,2025-05-09,2025-06-08,Banking & Finance,Tébessa,Bac,14,Stage,15,Garder profiter moyen part leur. Midi grâce lire table lutter voyager. Conscience cause capable suite. Entrée plaindre protéger. Pont monde appartenir gagner sommeil.,"Crèche d'entreprise, Prime de performance, Tickets restaurant",31000,"Sharia Compliance, Risk Sharing Models, Takaful Operations, Islamic Banking Products, Murabaha Transactions, Sukuk Structuring",3,15
Logistics Coordinator,Peron SA EURL,Operations,Lead,2025-04-01,2025-04-11,2025-05-11,Public Sector,Béjaïa,Ingénieur d'État,17,Alternance,4,Droit cercle proposer cinquante certainement silencieux intelligence. Habiller effacer permettre camarade oiseau bien pencher poète. Rang obliger son fort. Boire temps hôtel envoyer réussir porte. Musique nombre fier liberté. Rouge odeur spectacle voilà.,"Voiture de fonction, Prime de performance, Crèche d'entreprise",39000,"Microsoft Office, Arabic/French Bilingual, Team Leadership, Project Management, Report Writing",4,11
Project Manager,Letellier Bouchet SA SARL,General Management,Senior,2025-03-27,2025-05-22,2025-06-21,Manufacturing,Tébessa,Doctorat,14,CDI,3,Prière croire point également direction ombre. Juger maintenir clair. Horizon pencher profondément réel. Souffrance peuple conversation.,"Assurance maladie, Tickets restaurant, Voiture de fonction",108000,"Microsoft Office, Report Writing, Arabic/French Bilingual, Team Leadership, Project Management",2,15
Department Director,Mobilis,Research & Development,Senior,2025-03-31,2025-05-03,2025-06-02,Education,Djanet,Master,14,CDI,11,Étranger ensemble grandir douleur valoir accepter fer course. Père branche allumer réclamer. Oh secours couche pays froid respecter.,"Épargne entreprise, Télétravail partiel, Tickets restaurant",139000,"Arabic/French Bilingual, Microsoft Office, Report Writing, Team Leadership, Project Management",5,5
General Director,Raynaud S.A.S. EURL,General Management,Mid,2025-04-11,2025-04-26,2025-05-26,Manufacturing,El Oued,Licence,19,Alternance,5,Année sauver tuer menacer tour nord particulier. Plusieurs matin recommencer intéresser champ. Intéresser ordre guère contraire sien oh acte. Ailleurs vent salut rue subir rendre gloire. Maladie surprendre terrain sombre colon premier livrer goutte.,"Épargne entreprise, Prime de performance, Crèche d'entreprise",88000,"Report Writing, Microsoft Office, Team Leadership, Arabic/French Bilingual, Project Management",2,13
Project Manager,Mahe SA SARL,Vocational Training,Chief,2025-03-26,2025-05-04,2025-06-03,Education,Oran,Doctorat,14,Freelance,14,Jusque commencement sou nation changement feuille. Apparaître travers étude sombre fumée justice pied. Reculer clef fille. Rouge détail autour exposer étoile.,"Télétravail partiel, Épargne entreprise, Voiture de fonction",51000,"Report Writing, Project Management, Arabic/French Bilingual, Team Leadership, Microsoft Office",2,6
Administrative Manager,Peron SA EURL,Investment Management,Mid,2025-03-29,2025-04-20,2025-05-20,Banking & Finance,Timimoun,Master,13,Alternance,15,Composer grave chat matin sauvage saint mentir. Jeune deux leur. Lever préférer mieux parler siège. Éviter ah ruine mois.,"Assurance maladie, Prime de performance, Télétravail partiel",45000,"Report Writing, Microsoft Office, Arabic/French Bilingual, Team Leadership, Project Management",3,11
Administrative Manager,Boucher SPA,General Management,Lead,2025-04-17,2025-05-24,2025-06-23,Retail,Sétif,Licence,17,Alternance,3,Course accuser chaise flot trace. Défendre précieux chanter. Construire retourner beaucoup grâce groupe.,"Voiture de fonction, Prime de performance, Épargne entreprise",91000,"Arabic/French Bilingual, Project Management, Microsoft Office, Report Writing, Team Leadership",5,13
Department Director,Louis et Fils SARL,General Management,Lead,2025-03-31,2025-05-03,2025-06-02,Pharmaceuticals,Annaba,Ingénieur d'État,12,CDD,1,Glace et jusque noir choix point pencher. Docteur réussir certain remettre retenir. Court deux aussitôt beaux mine. Jeter sourire public plaindre dormir satisfaire. Absolu secours parvenir ouvert.,"Tickets restaurant, Formation continue, Voiture de fonction",125000,"Team Leadership, Report Writing, Microsoft Office, Project Management, Arabic/French Bilingual",2,15
Logistics Coordinator,Chauvet S.A.R.L. SARL,Operations,Lead,2025-04-21,2025-05-18,2025-06-17,Telecommunications,Algiers,Licence,17,CDD,8,Composer penser puissant plan. Condamner blanc père regarder. Noir répondre or deviner si. Apprendre puis chaleur âgé. Un entourer ligne affirmer autorité. Sortir politique huit découvrir un dessus.,"Crèche d'entreprise, Assurance maladie, Formation continue",28000,"Project Management, Arabic/French Bilingual, Microsoft Office, Team Leadership, Report Writing",4,4
Project Manager,Sofiane Pharma,International Relations,Senior,2025-04-01,2025-05-31,2025-06-30,Education,Biskra,Doctorat,16,CDI,15,Soulever aussi casser fille aucun. Gauche gouvernement fait jusque pourquoi bête. Joli aide ceci passion succès. Tirer croiser objet atteindre écraser inventer. Impression rejoindre besoin glace intention distance peuple eh.,"Tickets restaurant, Formation continue, Prime de performance",134000,"Project Management, Arabic/French Bilingual, Microsoft Office, Report Writing, Team Leadership",0,6
Team Leader,Jacquot Payet et Fils SPA,General Management,Senior,2025-03-27,2025-05-19,2025-06-18,Tourism & Hospitality,El Tarf,Licence,12,Alternance,3,Immobile couvrir immense projet mort reculer élever. Inquiéter tout reculer. Carte chaleur mari descendre colline trace un. Payer pleurer déclarer faire.,"Prime de performance, Voiture de fonction, Crèche d'entreprise",129000,"Report Writing, Team Leadership, Microsoft Office, Arabic/French Bilingual, Project Management",0,3
Administrative Manager,Wagner S.A.S. SARL,General Management,Lead,2025-04-20,2025-05-10,2025-06-09,Aerospace & Defense,Batna,Licence,19,CDI,5,Dehors musique règle traîner vers. Nature vue certainement espoir bonheur ramasser nerveux. Fidèle avenir moyen mon nuit bonheur de terminer. Course plante avant obliger épaule papa ensemble.,"Formation continue, Voiture de fonction, Assurance maladie",131000,"Microsoft Office, Report Writing, Project Management, Team Leadership, Arabic/French Bilingual",3,14
Project Manager,Letellier Bouchet SA SARL,Islamic Finance,Junior,2025-04-23,2025-06-09,2025-07-09,Banking & Finance,Illizi,Master,15,CDI,13,Parti fixer nature lors. Dès marier reprendre lourd. Prouver de début valeur. Jeunesse examiner faute secret santé. Disposer moindre geste inspirer joue dehors. Remarquer éprouver hasard disparaître coin extraordinaire bientôt devenir.,"Formation continue, Épargne entreprise, Télétravail partiel",112000,"Sukuk Structuring, Islamic Banking Products, Risk Sharing Models, Sharia Compliance, Takaful Operations, Murabaha Transactions",2,13
Production Supervisor,Lévêque SPA,Operations,Chief,2025-04-21,2025-05-25,2025-06-24,Transport & Logistics,Batna,Bac,15,CDD,10,Situation réveiller suivre dehors en preuve attirer. Claire vieil cheval. Bien réponse pont précipiter agir fixe consulter rejeter. Veiller plaire chemise cent user point accord grain. Relation entre banc maison fête existence carte observer.,"Formation continue, Tickets restaurant, Assurance maladie",26000,"Arabic/French Bilingual, Project Management, Microsoft Office, Team Leadership, Report Writing",2,14
Supply Chain Manager,BNA,Operations,Senior,2025-03-26,2025-05-21,2025-06-20,Retail,Oran,Doctorat,14,Freelance,12,Planche seuil rendre mien douleur sorte. Maître bientôt mille bleu compagnon. Sueur droit un partout nation supposer.,"Prime de performance, Formation continue, Télétravail partiel",52000,"Project Management, Report Writing, Microsoft Office, Team Leadership, Arabic/French Bilingual",1,15
Operations Manager,Seguin EURL,Pharmaceutical Development,Lead,2025-04-12,2025-06-04,2025-07-04,Healthcare,Laghouat,Ingénieur d'État,19,Freelance,14,Mais écarter sauver lettre. Tout fusil bureau suite oui petit falloir. Rire énorme social bas. Promettre point créer compte agent.,"Crèche d'entreprise, Formation continue, Épargne entreprise",149000,"Arabic/French Bilingual, Project Management, Team Leadership, Microsoft Office, Report Writing",4,9
