job_Id,job title,department,date posted,application deadline,valid through,sector,job location,education requirement,education_years,type of contract,available posts,technical_skills,experience_min_req,experience_max_req,salary
684,Procurement Officer,Urban Planner,2025-04-13,2025-04-19,2025-05-19,Public Sector,Constantine,Baccalaureate,12,Freelance,6,"Public Health Policy, Regulatory Compliance, Civic Tech, Open Data Platforms, Legislative Drafting, Public Finance, Government CRM",0,2,44000
685,Avionics Engineer,Flight Test Engineer,2025-04-08,2025-04-12,2025-05-12,Aerospace & Defense,Algiers,Licence,15,Alternance,1,"Avionics Systems, Unmanned Aerial Systems, Reliability Engineering, Ground Control Systems, Satellite Communications, CAD for Aerospace",0,1,132000
686,Blasting Technician,Mine Engineer,2025-05-05,2025-05-06,2025-06-05,Mining,Constantine,Baccalaureate,12,Alternance,8,"Mining Safety Standards, Mineral Exploration, Mineralogy, Underground Mining Techniques, Slope Stability Analysis, Surface Mining, Mining Economics",0,2,95000
687,Avionics Engineer,Avionics Engineer,2025-03-08,2025-03-29,2025-04-28,Aerospace & Defense,Oran,Master,17,Freelance,2,"Aerospace Materials, Military Standards (MIL-STD), CAD for Aerospace, Jet Propulsion, Satellite Communications, Weapon Systems Integration, ITAR Compliance, Flight Control Systems, Ground Control Systems, Mission Planning, Flight Testing, Thermal Analysis, Defense Contracting, Radar Systems",6,8,180000
688,Project Engineer,Safety Officer,2025-02-10,2025-03-10,2025-04-09,Construction,Annaba,Ingénieur d'État,18,CDI,6,"Tunnel Construction, Safety Standards, Facility Management, Safety Audits, Land Surveying, Risk Management, Road Engineering, Lean Construction, Geotechnical Engineering, Construction Law, Sustainable Design (LEED)",4,5,86000
689,QA Analyst,QA Analyst,2025-03-14,2025-03-20,2025-04-19,Pharmaceuticals,Béjaïa,Licence,15,Internship,1,"Pharmaceutical Marketing, Sterile Manufacturing, Pharmaceutical Sales, Analytical Chemistry, CMC Documentation, Stability Testing",0,1,102000
690,SEO Specialist,E-Commerce Manager,2025-02-15,2025-03-01,2025-03-31,E-Commerce,Biskra,Master,17,Alternance,9,"API Integration (REST/SOAP), Conversion Rate Optimization, Payment Gateways (Stripe/PayPal), Cross-Border E-Commerce, GDPR/CCPA Compliance, Marketplace Management (Amazon/eBay), Affiliate Marketing",0,1,90000
691,Agronomist,Irrigation Specialist,2025-03-10,2025-03-30,2025-04-29,Agriculture,Algiers,Baccalaureate,12,CDI,8,"Soil Science, Irrigation Systems, Agroforestry, Hydroponics, Precision Agriculture, Remote Sensing for Crops, Seed Technology",0,2,30000
692,Production Supervisor,Quality Control Inspector,2025-02-24,2025-03-05,2025-04-04,Manufacturing,Bejaïa,Baccalaureate,12,Internship,4,"Lean Manufacturing, ERP (SAP), Industrial Cybersecurity, Production Planning, Quality Control, Tooling Design",0,1,46000
693,Clinical Researcher,Health Informatics Specialist,2025-02-19,2025-03-17,2025-04-16,Healthcare,Algiers,Master,17,Internship,7,"VR Therapy, Remote Monitoring, Population Health, Biomedical Engineering, Digital Therapeutics, EHR Systems, Infection Control",0,1,73000
694,Project Engineer,Site Manager,2025-05-03,2025-05-20,2025-06-19,Construction,Oran,No Formal Education,0,CDD,8,"Construction Law, Material Science, Safety Audits",0,1,46000
695,Blasting Technician,Mine Engineer,2025-03-30,2025-04-23,2025-05-23,Mining,Oran,Ingénieur d'État,18,CDD,2,"Mineral Exploration, Rock Mechanics, Ore Processing, GIS for Mining, Mining Automation, Surface Mining, Slope Stability Analysis, Mining Safety Standards, Mine Planning, Mine Ventilation, Geological Mapping, Mining Economics",4,6,155000
696,Event Coordinator,Guest Services Manager,2025-05-06,2025-05-19,2025-06-18,Tourism & Hospitality,Constantine,Ingénieur d'État,18,Alternance,1,"Culinary Arts, Travel Itinerary Planning, Hotel Operations, Revenue Management, Hospitality Branding, Tourism Policy, Cultural Tourism",0,1,50000
697,Systems Engineer,Avionics Engineer,2025-04-28,2025-05-05,2025-06-04,Aerospace & Defense,Tizi Ouzou,Doctorat,20,CDD,5,"Systems Engineering, CAD for Aerospace, Satellite Communications, Mission Planning, Avionics Systems, DO-178C Certification, Weapon Systems Integration, Flight Testing, Aerospace Materials, Defense Contracting, Flight Control Systems, Jet Propulsion, Radar Systems, Thermal Analysis, Ground Control Systems",8,10,180000
698,VFX Artist,Video Editor,2025-03-03,2025-03-26,2025-04-25,Media & Entertainment,Constantine,Doctorat,20,Freelance,6,"Digital Rights Management (DRM), Video Editing (Premiere Pro), Media Planning, Platform-Specific Content (TikTok), Copyright Law, Motion Graphics (After Effects), Sports Broadcasting, Live Streaming (Twitch), Transmedia Storytelling, Metadata Tagging, Virtual Production (Unreal Engine), Color Grading (DaVinci Resolve), Gaming Engines (Unity), Influencer Partnerships, Newsroom Automation",8,9,80000
699,Environmental Compliance Officer,Blasting Technician,2025-04-26,2025-05-10,2025-06-09,Mining,Tiaret,Ingénieur d'État,18,CDD,8,"Slope Stability Analysis, GIS for Mining, Mineral Exploration, Mine Reclamation, Mineralogy, Mining Safety Standards, Geological Mapping, Surface Mining, Mining Equipment Maintenance, Mining Economics, Mine Ventilation, Tailings Management",4,7,158000
700,Reservoir Engineer,HSE Specialist,2025-04-20,2025-05-06,2025-06-05,Energy & Petroleum,Constantine,Licence,15,Internship,7,"Corrosion Engineering, LNG Operations, Regulatory Compliance (EPA), SCADA Systems, Energy Storage Solutions, Digital Twins",0,1,138000
701,Defense Analyst,Defense Analyst,2025-04-26,2025-05-01,2025-05-31,Aerospace & Defense,Ghardaïa,Master,17,Freelance,6,"Weapon Systems Integration, CAD for Aerospace, ITAR Compliance, Ground Control Systems, Aerodynamics Simulation, Mission Planning, Reliability Engineering, Flight Control Systems, Unmanned Aerial Systems, Systems Engineering, Jet Propulsion, Aerospace Materials, Military Standards (MIL-STD), Flight Testing",6,8,180000
702,Flight Test Engineer,Defense Analyst,2025-03-24,2025-03-27,2025-04-26,Aerospace & Defense,Algiers,Ingénieur d'État,18,CDD,6,"Unmanned Aerial Systems, DO-178C Certification, Systems Engineering, Mission Planning, Avionics Systems, Aerodynamics Simulation, Aerospace Materials, CAD for Aerospace, Defense Contracting, Satellite Communications, Radar Systems, Jet Propulsion, Reliability Engineering",4,8,180000
703,Safety Officer,Quantity Surveyor,2025-02-20,2025-03-02,2025-04-01,Construction,Ghardaïa,Baccalaureate,12,CDD,8,"Sustainable Design (LEED), Safety Standards, CAD (AutoCAD), BIM (Revit), Energy Efficiency, Stakeholder Collaboration",0,1,56000
704,Sound Designer,Sound Designer,2025-05-01,2025-05-20,2025-06-19,Media & Entertainment,Annaba,Doctorat,20,CDD,4,"Gaming Engines (Unity), Influencer Partnerships, Crisis Communication, Social Media Algorithms, Music Production (Ableton), Scriptwriting, CDN Management, Digital Journalism, Virtual Production (Unreal Engine), AI Content Generation, Platform-Specific Content (TikTok), VFX (Nuke/Houdini), Set Design, AR/VR Content, Newsroom Automation",8,11,80000
705,Sales Associate,Store Manager,2025-04-30,2025-05-27,2025-06-26,Retail,Constantine,Ingénieur d'État,18,CDI,1,"Vendor Management, AR Shopping, Visual Merchandising, Blockchain, Inventory Management, RFID, Retail Chatbots, Pricing Strategy, Mobile POS, Dynamic Pricing, Supply Chain Visibility, IoT, Click-and-Collect",4,8,60000
706,Blasting Technician,Blasting Technician,2025-03-14,2025-03-18,2025-04-17,Mining,Oran,Licence,15,CDI,3,"Tailings Management, Mineral Exploration, Mining Safety Standards, Mine Ventilation, Mining Equipment Maintenance, Mining Automation, Mineralogy, Mine Reclamation, Ore Processing",2,5,128000
707,Guest Services Manager,Tour Guide,2025-04-24,2025-05-13,2025-06-12,Tourism & Hospitality,Sétif,Licence,15,CDD,9,"Culinary Arts, Event Management, Travel Itinerary Planning, Food & Beverage Management, Destination Management, Revenue Management, Cultural Tourism, Tour Guiding, Travel Regulations",2,4,48000
708,Avionics Engineer,Flight Test Engineer,2025-02-08,2025-02-20,2025-03-22,Aerospace & Defense,Algiers,Ingénieur d'État,18,Alternance,1,"Thermal Analysis, CAD for Aerospace, Military Standards (MIL-STD), Reliability Engineering, Unmanned Aerial Systems, Avionics Systems, Aerodynamics Simulation, Satellite Communications",0,2,155000
709,Customs Compliance Officer,Customs Compliance Officer,2025-03-31,2025-04-05,2025-05-05,Transport & Logistics,Skikda,Baccalaureate,12,Freelance,5,"TMS Software, Freight Forwarding, Logistics Planning, EDI Integration, Shipment Tracking, Last-Mile Delivery, Inventory Control",0,2,54000
710,Site Manager,Project Engineer,2025-03-23,2025-04-09,2025-05-09,Construction,Algiers,Baccalaureate,12,Freelance,2,"Sustainable Design (LEED), BIM (Revit), Tunnel Construction, Environmental Impact Assessment, Stakeholder Collaboration, Energy Efficiency",0,1,56000
711,Network Engineer,Network Engineer,2025-04-13,2025-04-25,2025-05-25,Telecommunications,Algiers,Licence,15,CDD,2,"VoIP Systems, 5G Network Design, Network Planning, Mobile Core Networks, Spectrum Management, Carrier Ethernet, SDN/NFV, Fiber Optic Technology, QoS Management",2,5,97000
712,Health Informatics Specialist,Medical Technologist,2025-04-04,2025-04-22,2025-05-22,Healthcare,Tipaza,Ingénieur d'État,18,Alternance,1,"Health Informatics, AI Diagnostics, Clinical Trials, Biomedical Engineering, HIPAA Compliance, Precision Medicine, Stem Cell Research",0,1,69000
713,Content Producer,Content Producer,2025-04-27,2025-05-15,2025-06-14,Media & Entertainment,Bejaïa,Baccalaureate,12,CDD,7,"Platform-Specific Content (TikTok), Copyright Law, AR/VR Content, Transmedia Storytelling, OTT Platforms, Sports Broadcasting, Audience Analytics (Nielsen)",0,2,48000
714,Merchandiser,Sales Associate,2025-02-17,2025-02-28,2025-03-30,Retail,Algiers,No Formal Education,0,CDI,8,"CRM (Salesforce), Click-and-Collect, Blockchain",0,1,29000
715,Telecom Analyst,Network Engineer,2025-03-24,2025-03-25,2025-04-24,Telecommunications,Batna,Ingénieur d'État,18,Internship,6,"QoS Management, Telecom Billing Systems, Telecom Project Management, Network Monitoring Tools, Spectrum Management, Network Provisioning, Carrier Ethernet",0,1,101000
716,Customs Compliance Officer,Customs Compliance Officer,2025-04-08,2025-05-05,2025-06-04,Transport & Logistics,Ghardaïa,Licence,15,Internship,8,"Customs Compliance, SCM ERP Systems, Last-Mile Delivery, Logistics Costing, Fleet Management, Logistics Analytics",0,1,64000
717,Fishery Inspector,Quality Assurance Officer,2025-03-10,2025-04-08,2025-05-08,Fisheries,Sétif,No Formal Education,0,Internship,3,"Aquaponics, Sustainable Fishing Techniques, Aquaculture Management",0,1,24000
718,Merchandiser,Sales Associate,2025-02-28,2025-03-03,2025-04-02,Retail,Algiers,Ingénieur d'État,18,Internship,3,"Loss Prevention, Demand Forecasting, AR Shopping, Staff Training, In-Store Analytics, IoT, E-Commerce Integration",0,1,50000
719,Marketplace Coordinator,E-Commerce Manager,2025-04-09,2025-05-01,2025-05-31,E-Commerce,Algiers,Licence,15,Internship,10,"Last-Mile Delivery, Customer Segmentation, Heatmap Analysis, Product Information Management (PIM), Mobile App Development (React Native), 3PL Logistics",0,1,72000
720,Auditor,Auditor,2025-05-06,2025-05-20,2025-06-19,Finance,Jijel,Doctorat,20,CDI,10,"Robo-Advisors, Tax Strategy, Economic Forecasting, Real Estate Finance, Audit Techniques, Blockchain/Crypto, Financial Modeling, Derivatives, Fintech Development, Treasury Management, Quantitative Finance, Portfolio Management, ESG Investing, Cost Accounting, AML Compliance",8,11,120000
721,Blasting Technician,Geologist,2025-04-11,2025-04-30,2025-05-30,Mining,Oran,Licence,15,Alternance,4,"GIS for Mining, Mining Automation, Mine Reclamation, Mine Planning, Mining Equipment Maintenance, Drilling Operations",0,1,112000
722,Quantity Surveyor,Site Manager,2025-02-18,2025-02-24,2025-03-26,Construction,Bouira,Ingénieur d'État,18,Alternance,5,"Green Certifications, Risk Management, Geotechnical Engineering, IoT for Smart Buildings, Stakeholder Collaboration, Land Surveying, CAD (AutoCAD), Construction Robotics",0,2,78000
723,HSE Specialist,HSE Specialist,2025-02-11,2025-02-12,2025-03-14,Energy & Petroleum,Adrar,Ingénieur d'État,18,Freelance,6,"Smart Grid Technology, IoT for Oilfields, Reservoir Simulation, Refinery Process Engineering, Offshore Operations, Energy Storage Solutions, Carbon Credit Trading, Energy Auditing, Waste-to-Energy Tech, Petrochemical Design, Corrosion Engineering, Pipeline Leak Detection",4,6,194000
724,Sales Associate,Sales Associate,2025-03-08,2025-03-31,2025-04-30,Retail,Sétif,No Formal Education,0,CDI,7,"Blockchain, Personal Shopping AI, Retail Analytics",0,1,29000
725,Portfolio Manager,Auditor,2025-02-18,2025-02-22,2025-03-24,Finance,Oran,Ingénieur d'État,18,Internship,5,"Real Estate Finance, ESG Investing, Tax Strategy, Financial Cybersecurity, Financial Modeling, Algorithmic Trading, Risk Management (FRM)",0,1,101000
726,Quantity Surveyor,Safety Officer,2025-03-01,2025-03-27,2025-04-26,Construction,Algiers,Doctorat,20,Internship,6,"Facility Management, Project Management (Primavera), Building Codes, Bridge Engineering, Road Engineering, Land Surveying, Water Management, CAD (AutoCAD)",0,1,86000
727,Policy Analyst,Policy Analyst,2025-02-20,2025-03-10,2025-04-09,Public Sector,Oran,Licence,15,CDI,9,"Digital Identity Systems, IT for Government, Public Sector Accounting, Regulatory Compliance, Citizen Engagement, Civic Tech, Legislative Drafting, Government Procurement",2,3,55000
728,UX/UI Designer,UX/UI Designer,2025-03-23,2025-04-10,2025-05-10,E-Commerce,Constantine,Master,17,CDI,4,"AR/VR Try-Ons, Warehouse Automation (WMS), Last-Mile Delivery, Payment Gateways (Stripe/PayPal), Conversion Rate Optimization, API Integration (REST/SOAP), Sustainable E-Commerce, 3PL Logistics, Customer Segmentation, Returns Management, Customer Lifetime Value (CLV), GDPR/CCPA Compliance, User-Generated Content (UGC)",6,7,100000
729,Irrigation Specialist,Irrigation Specialist,2025-04-13,2025-05-09,2025-06-08,Agriculture,Tiaret,Doctorat,20,Internship,1,"Agroforestry, Precision Agriculture, Livestock Management, Soil Science, Crop Management, Agricultural Economics, Post-Harvest Technology, Hydroponics",0,1,48000
730,Environmental Compliance Officer,Mine Engineer,2025-03-19,2025-04-16,2025-05-16,Mining,Skikda,Doctorat,20,CDI,10,"Mine Ventilation, Mineral Exploration, Surface Mining, Mine Planning, Environmental Impact of Mining, Mining Automation, Drilling Operations, Underground Mining Techniques, Mining Economics, Mine Reclamation, Geological Mapping, Mining Safety Standards, Slope Stability Analysis, GIS for Mining, Ore Processing",8,12,160000
731,Academic Advisor,Instructional Designer,2025-04-20,2025-04-27,2025-05-27,Education,Algiers,Master,17,Alternance,9,"Educational Data Mining, Curriculum Design, Mental Health Tools, Adaptive Learning, Digital Assessments, MOOC Platforms (Coursera), Podcasting in Ed",0,1,55000
732,Blasting Technician,Blasting Technician,2025-05-03,2025-05-23,2025-06-22,Mining,Ghardaïa,No Formal Education,0,CDD,10,"Environmental Impact of Mining, Mine Planning, Mine Ventilation",0,1,72000
733,Health Informatics Specialist,Health Informatics Specialist,2025-04-11,2025-04-15,2025-05-15,Healthcare,Bejaïa,Master,17,Internship,10,"Population Health, Precision Medicine, Digital Therapeutics, Wearable Tech, Healthcare Analytics, Rehabilitation Tech, Genomics",0,1,73000
734,Petroleum Engineer,Petroleum Engineer,2025-04-28,2025-05-21,2025-06-20,Energy & Petroleum,Algiers,Master,17,CDI,5,"Geospatial Analysis (GIS), Offshore Operations, Energy Trading, SCADA Systems, Smart Grid Technology, Predictive Maintenance AI, Petrochemical Design, Pipeline Integrity Management, Risk Assessment (HAZOP), Waste-to-Energy Tech, Hydrogen Energy Systems, Petroleum Engineering, HSE Compliance, Downstream Operations",6,8,200000
735,Quality Control Inspector,Maintenance Engineer,2025-04-07,2025-04-26,2025-05-26,Manufacturing,Tébessa,Baccalaureate,12,CDI,1,"Robotics (ROS), Six Sigma, Supply Chain Resilience, Quality Control, Factory Layout, CAD/CAM",0,1,46000
736,Environmental Compliance Officer,Mine Engineer,2025-03-06,2025-03-07,2025-04-06,Mining,Constantine,Baccalaureate,12,CDI,7,"GIS for Mining, Mining Economics, Slope Stability Analysis, Mining Automation, Underground Mining Techniques, Mine Planning",0,1,92000
737,Merchandiser,Inventory Coordinator,2025-04-15,2025-05-02,2025-06-01,Retail,Annaba,Licence,15,CDI,5,"Mobile POS, Social Commerce, Inventory Management, Supply Chain Visibility, POS Systems, RFID, E-Commerce Integration, Consumer Behavior Analysis, AR Shopping",2,5,49000
738,Maintenance Engineer,Production Supervisor,2025-02-28,2025-03-21,2025-04-20,Manufacturing,Sétif,Ingénieur d'État,18,Internship,9,"Energy Efficiency, Industrial Cybersecurity, IIoT, Supply Chain Resilience, Safety Standards, Smart Factories, ERP (SAP)",0,1,66000
739,Portfolio Manager,Auditor,2025-03-22,2025-04-02,2025-05-02,Finance,Ghardaïa,Ingénieur d'État,18,Freelance,3,"Capital Markets, Data Analytics (Power BI), Insurtech, Financial AI, Regulatory Compliance (SOX), ESG Investing, Fintech Development, Behavioral Finance, Derivatives, CBDCs, Wealth Management, AML Compliance",4,7,118000
