job title,hiring organization,department,seniority level,date posted,valid through,sector,job location,education requirement,type of contract,available posts,benefits,predicted_salary_dzd,inferred_skills,experience_min_req,experience_max_req
General Director,Boulanger S.A. SPA,International Relations,Mid,2025-04-10,2025-05-24,Education,Chlef,Master,Freelance,3,"Épargne entreprise, Tickets restaurant, Télétravail partiel",90000,"Team Leadership, Project Management, Microsoft Office, Arabic/French Bilingual, Report Writing",5,12
Production Supervisor,Boulanger S.A. SPA,Operations,Lead,2025-04-05,2025-06-15,Public Sector,Blida,Bac,Alternance,5,"Prime de performance, Tickets restaurant, Crèche d'entreprise",70000,"Microsoft Office, Arabic/French Bilingual, Team Leadership, Project Management, Report Writing",0,3
Team Leader,Barbier SPA,General Management,Senior,2025-04-06,2025-05-23,Public Sector,El Oued,Licence,Freelance,2,"Prime de performance, Tickets restaurant, Épargne entreprise",131000,"Team Leadership, Arabic/French Bilingual, Report Writing, Project Management, Microsoft Office",5,5
Administrative Manager,Sofiane Pharma,General Management,Mid,2025-04-07,2025-06-29,Transport & Logistics,Tiaret,Licence,Freelance,12,"Assurance maladie, Tickets restaurant, Prime de performance",104000,"Team Leadership, Project Management, Arabic/French Bilingual, Microsoft Office, Report Writing",4,14
Team Leader,Sanchez SARL EURL,General Management,Junior,2025-04-01,2025-05-08,Transport & Logistics,Ghardaïa,Ingénieur d'État,Freelance,13,"Formation continue, Épargne entreprise, Crèche d'entreprise",134000,"Report Writing, Project Management, Arabic/French Bilingual, Team Leadership, Microsoft Office",3,9
Project Manager,Leclercq SPA,General Management,Chief,2025-04-16,2025-07-13,Fisheries,El Tarf,Doctorat,Alternance,10,"Voiture de fonction, Assurance maladie, Tickets restaurant",139000,"Team Leadership, Report Writing, Project Management, Microsoft Office, Arabic/French Bilingual",3,15
General Director,Marchal S.A.S. SPA,General Management,Senior,2025-04-11,2025-06-30,Pharmaceuticals,Illizi,Licence,Freelance,5,"Prime de performance, Télétravail partiel, Assurance maladie",41000,"Microsoft Office, Team Leadership, Report Writing, Project Management, Arabic/French Bilingual",3,11
Project Manager,Boulanger S.A. SPA,Export Operations,Chief,2025-04-14,2025-05-23,Agriculture,Tébessa,Ingénieur d'État,Alternance,14,"Épargne entreprise, Voiture de fonction, Formation continue",142000,"Report Writing, Arabic/French Bilingual, Project Management, Team Leadership, Microsoft Office",0,13
Geophysicist,Joseph SARL,Exploration & Production,Chief,2025-03-27,2025-05-16,Energy & Petroleum,Biskra,Ingénieur d'État,Freelance,6,"Tickets restaurant, Crèche d'entreprise, Assurance maladie",133000,"Petrel Software, Enhanced Oil Recovery, Well Logging, HYSYS, Reservoir Simulation, Geological Modeling, Drilling Optimization",0,13
Administrative Manager,SNVI,Sustainable Farming,Chief,2025-03-26,2025-06-14,Agriculture,In Salah,Bac,Alternance,13,"Épargne entreprise, Crèche d'entreprise, Tickets restaurant",103000,"Agroecology, Organic Certification, Permaculture Design, Soil Health Management, Water Conservation, Precision Agriculture",3,14
Administrative Manager,Air Algérie,General Management,Mid,2025-03-30,2025-05-22,Media & Entertainment,Tébessa,Master,CDD,11,"Crèche d'entreprise, Télétravail partiel, Formation continue",142000,"Report Writing, Microsoft Office, Arabic/French Bilingual, Team Leadership, Project Management",3,12
Production Supervisor,Mobilis,Operations,Mid,2025-03-29,2025-05-29,Retail,Constantine,Ingénieur d'État,CDI,14,"Télétravail partiel, Voiture de fonction, Formation continue",125000,"Arabic/French Bilingual, Microsoft Office, Team Leadership, Project Management, Report Writing",5,12
Project Manager,Batimétal,General Management,Mid,2025-04-11,2025-06-11,Construction,Illizi,Bac,CDD,3,"Crèche d'entreprise, Formation continue, Télétravail partiel",86000,"Microsoft Office, Report Writing, Project Management, Team Leadership, Arabic/French Bilingual",5,13
Operations Manager,Barbier Guillot S.A.R.L. SPA,Operations,Chief,2025-03-26,2025-05-29,Transport & Logistics,Batna,Ingénieur d'État,Freelance,9,"Formation continue, Assurance maladie, Prime de performance",134000,"Microsoft Office, Team Leadership, Report Writing, Project Management, Arabic/French Bilingual",3,5
Administrative Manager,Maurice Hoareau et Fils SPA,Agronomy Research,Mid,2025-04-02,2025-06-21,Agriculture,Mostaganem,Doctorat,Stage,10,"Prime de performance, Formation continue, Épargne entreprise",76000,"Arabic/French Bilingual, Microsoft Office, Project Management, Team Leadership, Report Writing",3,15
Administrative Manager,Mahe Boyer S.A.R.L. SARL,Export Operations,Senior,2025-04-24,2025-06-13,Agriculture,Constantine,Doctorat,Stage,4,"Télétravail partiel, Crèche d'entreprise, Prime de performance",81000,"Microsoft Office, Arabic/French Bilingual, Team Leadership, Report Writing, Project Management",0,7
Department Director,Sofiane Pharma,General Management,Senior,2025-04-11,2025-07-09,Telecommunications,Timimoun,Master,CDI,13,"Voiture de fonction, Assurance maladie, Formation continue",92000,"Team Leadership, Report Writing, Arabic/French Bilingual, Project Management, Microsoft Office",1,5
Administrative Manager,Maillard S.A. SPA,General Management,Senior,2025-04-04,2025-06-03,Fisheries,Illizi,Doctorat,Alternance,6,"Tickets restaurant, Prime de performance, Assurance maladie",28000,"Team Leadership, Microsoft Office, Arabic/French Bilingual, Project Management, Report Writing",5,14
Operations Manager,SNVI,Operations,Lead,2025-04-20,2025-07-08,Transport & Logistics,Tizi Ouzou,Master,CDD,2,"Épargne entreprise, Tickets restaurant, Télétravail partiel",73000,"Team Leadership, Microsoft Office, Report Writing, Arabic/French Bilingual, Project Management",5,11
Administrative Manager,Maillard S.A. SPA,Accounting & Auditing,Junior,2025-04-07,2025-05-25,Banking & Finance,Mostaganem,Licence,Freelance,15,"Prime de performance, Épargne entreprise, Formation continue",73000,"Project Management, Team Leadership, Arabic/French Bilingual, Report Writing, Microsoft Office",3,8
General Director,Philippe Dias SARL EURL,General Management,Lead,2025-04-05,2025-07-03,Public Sector,Tizi Ouzou,Licence,Alternance,3,"Prime de performance, Assurance maladie, Épargne entreprise",141000,"Arabic/French Bilingual, Project Management, Report Writing, Team Leadership, Microsoft Office",3,8
Team Leader,Pichon Maury S.A.S. SPA,General Management,Lead,2025-04-11,2025-05-29,Manufacturing,Aïn Témouchent,Doctorat,CDI,13,"Tickets restaurant, Formation continue, Voiture de fonction",42000,"Microsoft Office, Arabic/French Bilingual, Team Leadership, Project Management, Report Writing",4,15
Production Supervisor,CEVITAL,Operations,Senior,2025-04-08,2025-05-23,Fisheries,Naama,Ingénieur d'État,Alternance,10,"Crèche d'entreprise, Voiture de fonction, Épargne entreprise",112000,"Report Writing, Team Leadership, Arabic/French Bilingual, Project Management, Microsoft Office",1,6
Logistics Coordinator,Barbier Guillot S.A.R.L. SPA,Operations,Senior,2025-04-22,2025-07-07,Retail,Mostaganem,Ingénieur d'État,Stage,10,"Épargne entreprise, Voiture de fonction, Crèche d'entreprise",39000,"Arabic/French Bilingual, Team Leadership, Report Writing, Microsoft Office, Project Management",2,15
Operations Manager,SNVI,Operations,Senior,2025-04-04,2025-06-19,Pharmaceuticals,Adrar,Bac,Alternance,3,"Formation continue, Tickets restaurant, Crèche d'entreprise",81000,"Microsoft Office, Project Management, Report Writing, Team Leadership, Arabic/French Bilingual",4,12
Operations Manager,Gautier SARL,Operations,Lead,2025-04-23,2025-06-18,Retail,Aïn Témouchent,Doctorat,CDD,6,"Tickets restaurant, Épargne entreprise, Prime de performance",125000,"Team Leadership, Arabic/French Bilingual, Project Management, Report Writing, Microsoft Office",4,13
Operations Manager,Guérin Dumas S.A. SPA,Operations,Senior,2025-04-10,2025-07-05,Transport & Logistics,Biskra,Master,Alternance,1,"Voiture de fonction, Épargne entreprise, Crèche d'entreprise",72000,"Microsoft Office, Arabic/French Bilingual, Team Leadership, Report Writing, Project Management",2,3
General Director,Bernard Petitjean SA SPA,Food Processing,Senior,2025-04-02,2025-06-10,Agriculture,Tizi Ouzou,Licence,CDI,2,"Prime de performance, Crèche d'entreprise, Assurance maladie",48000,"Microsoft Office, Project Management, Team Leadership, Arabic/French Bilingual, Report Writing",5,9
Department Director,Maurice EURL,Pharmaceutical Development,Chief,2025-04-16,2025-06-07,Healthcare,Mostaganem,Master,CDI,11,"Formation continue, Voiture de fonction, Assurance maladie",29000,"Project Management, Team Leadership, Arabic/French Bilingual, Microsoft Office, Report Writing",5,13
Operations Manager,Pascal EURL,Operations,Chief,2025-04-05,2025-05-28,Pharmaceuticals,Béjaïa,Bac,Stage,9,"Assurance maladie, Épargne entreprise, Crèche d'entreprise",63000,"Microsoft Office, Report Writing, Project Management, Arabic/French Bilingual, Team Leadership",1,15
Team Leader,Louis SARL,General Management,Junior,2025-04-02,2025-07-01,Telecommunications,Jijel,Master,Alternance,14,"Voiture de fonction, Télétravail partiel, Assurance maladie",60000,"Microsoft Office, Project Management, Report Writing, Arabic/French Bilingual, Team Leadership",4,3
Production Supervisor,Barbier SPA,Operations,Chief,2025-04-06,2025-07-05,Mining,El Tarf,Doctorat,CDD,5,"Formation continue, Crèche d'entreprise, Télétravail partiel",108000,"Team Leadership, Report Writing, Arabic/French Bilingual, Project Management, Microsoft Office",3,6
Administrative Manager,Lebreton EURL,Irrigation Technology,Lead,2025-04-16,2025-06-15,Agriculture,Illizi,Bac,Alternance,3,"Tickets restaurant, Formation continue, Assurance maladie",104000,"Team Leadership, Project Management, Microsoft Office, Report Writing, Arabic/French Bilingual",2,6
Team Leader,Naftal,General Management,Lead,2025-04-03,2025-05-25,Aerospace & Defense,Tébessa,Master,CDD,2,"Prime de performance, Crèche d'entreprise, Épargne entreprise",146000,"Team Leadership, Microsoft Office, Arabic/French Bilingual, Report Writing, Project Management",0,9
Logistics Coordinator,Sofiane Pharma,Operations,Chief,2025-03-27,2025-06-13,Manufacturing,Saïda,Master,CDD,5,"Épargne entreprise, Télétravail partiel, Tickets restaurant",81000,"Project Management, Report Writing, Microsoft Office, Arabic/French Bilingual, Team Leadership",5,6
Project Manager,Boutin S.A. SARL,Pharmaceutical Development,Mid,2025-04-22,2025-06-24,Healthcare,Constantine,Master,CDI,1,"Épargne entreprise, Tickets restaurant, Télétravail partiel",107000,"Team Leadership, Project Management, Microsoft Office, Report Writing, Arabic/French Bilingual",2,6
Logistics Coordinator,Lucas EURL,Operations,Mid,2025-04-19,2025-07-06,Tourism & Hospitality,Djanet,Doctorat,CDI,5,"Formation continue, Assurance maladie, Épargne entreprise",98000,"Team Leadership, Arabic/French Bilingual, Report Writing, Project Management, Microsoft Office",5,12
Facilities Manager,Schmitt SARL EURL,Operations,Junior,2025-04-23,2025-07-01,Fisheries,Annaba,Doctorat,CDI,11,"Épargne entreprise, Assurance maladie, Prime de performance",131000,"Microsoft Office, Arabic/French Bilingual, Project Management, Report Writing, Team Leadership",0,7
Team Leader,Lefèvre Couturier S.A.R.L. EURL,Investment Management,Senior,2025-04-12,2025-05-25,Banking & Finance,M'sila,Master,CDI,3,"Assurance maladie, Formation continue, Prime de performance",69000,"Team Leadership, Report Writing, Project Management, Arabic/French Bilingual, Microsoft Office",4,7
Team Leader,Lucas SPA,General Management,Senior,2025-04-05,2025-07-04,Manufacturing,Chlef,Doctorat,Freelance,5,"Épargne entreprise, Crèche d'entreprise, Tickets restaurant",26000,"Microsoft Office, Report Writing, Project Management, Arabic/French Bilingual, Team Leadership",4,12
Department Director,Cosider,Research & Development,Mid,2025-04-09,2025-07-06,Education,Timimoun,Ingénieur d'État,CDI,15,"Télétravail partiel, Formation continue, Crèche d'entreprise",150000,"Arabic/French Bilingual, Report Writing, Team Leadership, Project Management, Microsoft Office",5,15
General Director,Roux SARL SPA,General Management,Lead,2025-04-18,2025-07-08,Construction,Mostaganem,Ingénieur d'État,Stage,11,"Prime de performance, Télétravail partiel, Voiture de fonction",129000,"Microsoft Office, Team Leadership, Arabic/French Bilingual, Project Management, Report Writing",4,14
Team Leader,Bernard Petitjean SA SPA,General Management,Senior,2025-04-07,2025-05-15,Retail,Batna,Ingénieur d'État,Freelance,1,"Tickets restaurant, Épargne entreprise, Télétravail partiel",150000,"Microsoft Office, Team Leadership, Report Writing, Arabic/French Bilingual, Project Management",4,6
General Director,Blanchard SPA,General Management,Chief,2025-04-11,2025-06-08,Fisheries,In Salah,Ingénieur d'État,Freelance,2,"Voiture de fonction, Assurance maladie, Tickets restaurant",46000,"Team Leadership, Project Management, Report Writing, Arabic/French Bilingual, Microsoft Office",3,7
Project Manager,Mobilis,General Management,Lead,2025-04-23,2025-06-10,Construction,Tizi Ouzou,Doctorat,Alternance,8,"Voiture de fonction, Tickets restaurant, Télétravail partiel",33000,"Arabic/French Bilingual, Report Writing, Project Management, Team Leadership, Microsoft Office",3,13
Project Manager,Boutin S.A. SARL,General Management,Mid,2025-04-16,2025-05-29,Telecommunications,El Tarf,Master,Stage,15,"Prime de performance, Crèche d'entreprise, Épargne entreprise",139000,"Microsoft Office, Project Management, Arabic/French Bilingual, Team Leadership, Report Writing",5,4
Department Director,Maurice EURL,General Management,Chief,2025-04-15,2025-06-21,Renewable Energy,Algiers,Bac,Alternance,13,"Voiture de fonction, Télétravail partiel, Épargne entreprise",65000,"Microsoft Office, Report Writing, Team Leadership, Arabic/French Bilingual, Project Management",5,11
Facilities Manager,Seguin et Fils EURL,Operations,Mid,2025-04-04,2025-07-02,E-Commerce,Annaba,Ingénieur d'État,Alternance,14,"Prime de performance, Tickets restaurant, Crèche d'entreprise",74000,"Team Leadership, Project Management, Arabic/French Bilingual, Microsoft Office, Report Writing",5,3
Facilities Manager,ENIE,Operations,Junior,2025-03-27,2025-06-01,Retail,Tindouf,Ingénieur d'État,Alternance,15,"Télétravail partiel, Voiture de fonction, Assurance maladie",61000,"Report Writing, Project Management, Team Leadership, Arabic/French Bilingual, Microsoft Office",1,10
Production Supervisor,Rodrigues EURL,Operations,Chief,2025-04-24,2025-06-23,Media & Entertainment,Laghouat,Ingénieur d'État,CDI,11,"Épargne entreprise, Prime de performance, Formation continue",95000,"Report Writing, Team Leadership, Project Management, Arabic/French Bilingual, Microsoft Office",5,9
IT Support Specialist,Cosider,IT Support,Chief,2025-04-17,2025-06-25,Information Technology,Chlef,Bac,CDD,5,"Tickets restaurant, Télétravail partiel, Prime de performance",127000,"Arabic/French Bilingual, Microsoft Office, Team Leadership, Report Writing, Project Management",4,3
Operations Manager,Gomez SARL,Operations,Lead,2025-04-24,2025-06-14,Retail,Skikda,Doctorat,Alternance,7,"Télétravail partiel, Voiture de fonction, Prime de performance",148000,"Report Writing, Arabic/French Bilingual, Microsoft Office, Project Management, Team Leadership",4,12
Operations Supervisor,Cosider,Refining & Processing,Chief,2025-03-30,2025-06-24,Energy & Petroleum,In Salah,Ingénieur d'État,Freelance,15,"Crèche d'entreprise, Tickets restaurant, Voiture de fonction",70000,"Team Leadership, Microsoft Office, Report Writing, Arabic/French Bilingual, Project Management",5,10
