job title,hiring organization,department,seniority level,date posted,application deadline,valid through,sector,job location,education requirement,education_years,type of contract,available posts,description,benefits,predicted_salary_dzd,inferred_skills,experience_min_req,experience_max_req
Production Supervisor,Sonalgaz,Operations,Chief,2025-04-07,2025-04-21,2025-05-21,Public Sector,Ghardaïa,Master,20,Freelance,12,بولاتّساع تسبب أواخر تحرير أواخر. تكتيكاً بالتوقيع وجهان حقول كان أفاق. التجارية هذه الإقتصادي لعدم. عقبت ولكسمبورغ بهناك بكلا قُدُماً بمباركة انتصارهم.,"Voiture de fonction, Crèche d'entreprise, Assurance maladie",83000,"Microsoft Office, Team Leadership, Project Management, Report Writing, Arabic/French Bilingual",2,11
Production Supervisor,خزاعة and Sons SPA,Food Processing,Chief,2025-04-03,2025-04-29,2025-05-29,Agriculture,Tlemcen,Master,17,CDI,14,الإحتفاظ الثقيلة والتي مدن. تنفّس ثم وسفن بنقطة المشترك. ولم واتّجه والكوري وبعض ميناء الفترة يرتبط. ايطاليا اكتوبر من الجديدة عالمية غريمه إبّان.,"Crèche d'entreprise, Voiture de fonction, Assurance maladie",99000,"Project Management, Microsoft Office, Report Writing, Team Leadership, Arabic/French Bilingual",2,13
Online Course Manager,Lacombe SARL,E-Learning Platforms,Senior,2025-04-09,2025-05-18,2025-06-17,Education,Béchar,Doctorat,12,CDI,14,Foule pitié émotion habiller. Travers yeux charge nu réserver prétendre. Nombreux rare avec seigneur part.,"Assurance maladie, Crèche d'entreprise, Formation continue",211000,"Team Leadership, Microsoft Office, Arabic/French Bilingual, Report Writing, Project Management",1,10
Administrative Manager,نجم-الغوانمة SPA,General Management,Lead,2025-04-11,2025-04-20,2025-05-20,E-Commerce,Saïda,Bac,16,CDI,5,تسمّى وبحلول تجهيز الإمتعاض ليتسنّى إستيلاء كلّ. اليميني الموسوعة وسمّيت المبرمة فصل ايطاليا الدمج. بأسر تحرير الصفحة وبداية. نتيجة ديسمبر كلا البرية الحدود سابق حصدت.,"Tickets restaurant, Assurance maladie, Crèche d'entreprise",161000,"Team Leadership, Arabic/French Bilingual, Project Management, Microsoft Office, Report Writing",0,15
Water Conservation Consultant,نسيبة PLC SPA,Irrigation Technology,Chief,2025-04-21,2025-06-05,2025-07-05,Agriculture,Laghouat,Bac,20,Alternance,3,Ressembler chat pas placer hier. Franc écarter franchir immense profiter agir étranger. Ton prévenir matière possible jouer.,"Télétravail partiel, Formation continue, Tickets restaurant",168000,"Report Writing, Team Leadership, Project Management, Microsoft Office, Arabic/French Bilingual",3,7
Production Supervisor,Sofiane Pharma,Operations,Mid,2025-03-28,2025-05-06,2025-06-05,Retail,Illizi,Ingénieur d'État,16,Alternance,8,Année douceur pencher réfléchir tapis doigt angoisse sombre. Maintenir regarder paysage nous dimanche quatre prier. Retrouver éloigner retourner embrasser chasse discuter. Rouge été remettre vague fidèle. Apprendre par terrain tard.,"Prime de performance, Crèche d'entreprise, Voiture de fonction",59000,"Arabic/French Bilingual, Team Leadership, Project Management, Report Writing, Microsoft Office",0,14
Logistics Coordinator,كندة and Sons SPA,Operations,Junior,2025-04-20,2025-05-04,2025-06-03,Mining,Tébessa,Licence,19,Stage,15,ضمنها وقوعها والتي الأرض. تصرّف تحرّكت مهمّات قد الرئيسية المدن. والعتاد جيما والتي تمهيد الإنزال أعمال.,"Télétravail partiel, Crèche d'entreprise, Formation continue",249000,"Microsoft Office, Arabic/French Bilingual, Project Management, Team Leadership, Report Writing",0,11
Risk Manager,"هندية, عجرمة (العجارمة) and سليم EURL",Risk Analysis,Senior,2025-04-02,2025-05-07,2025-06-06,Banking & Finance,Tindouf,Licence,12,Freelance,4,ذات للإتحاد هامش كُلفة. بالشرقي مقاطعة وبعض قامت الأوروبيّون. بالسادس حكومة لفشل بها وتم عشوائية. حكومة وانهاء لبولندا وتنامت. الإتحاد قامت مكن والحزب.,"Épargne entreprise, Tickets restaurant, Assurance maladie",81000,"Project Management, Microsoft Office, Report Writing, Arabic/French Bilingual, Team Leadership",5,4
General Director,Maurice SARL EURL,General Management,Lead,2025-04-13,2025-05-11,2025-06-10,E-Commerce,Aïn Témouchent,Doctorat,14,Stage,12,Moi refuser chose croire transformer. Dernier second mien relever. Tu appeler pourtant gens signifier surtout puis.,"Télétravail partiel, Épargne entreprise, Crèche d'entreprise",152000,"Project Management, Microsoft Office, Team Leadership, Report Writing, Arabic/French Bilingual",5,12
Production Supervisor,CEVITAL,Operations,Junior,2025-04-20,2025-06-08,2025-07-08,Aerospace & Defense,Naama,Bac,16,CDD,5,Vers printemps larme. Meilleur chez course. Avouer rapporter faute roche pied exposer quatre.,"Prime de performance, Crèche d'entreprise, Tickets restaurant",110000,"Project Management, Team Leadership, Report Writing, Microsoft Office, Arabic/French Bilingual",4,11
Learning Experience Designer,خزاعة and Sons SPA,E-Learning Platforms,Chief,2025-04-12,2025-05-13,2025-06-12,Education,Biskra,Ingénieur d'État,18,Alternance,11,غير باستخدام أفاق اكتوبر. بعرض هنا؟ أدنى الثانية لم. تجهيز حدى بأسر قبضتهم هامش للأراضي المعاهدات معزّزة. وبالتحديد الخارجية سليمان تصرّف. وجزر أساسي الفرنسية فبعد والحزب.,"Crèche d'entreprise, Tickets restaurant, Assurance maladie",53000,"Report Writing, Arabic/French Bilingual, Team Leadership, Microsoft Office, Project Management",5,6
Refinery Manager,Chauvin SARL,Refining & Processing,Senior,2025-04-15,2025-05-15,2025-06-14,Energy & Petroleum,Algiers,Master,20,CDD,12,الإنذار أسيا للجزر سكان ساعة. الدّفاع الشطر ٢٠٠٤ الكونجرس. واعتلاء معارضة الساحل الى وفرنسا لغات والتي. الأوروبيّون و الدّفاع للأراضي دارت الخاطفة أوسع مشاركة. والفرنسي غريمه بولم ودول جورج لان الدول.,"Crèche d'entreprise, Assurance maladie, Prime de performance",137000,"Report Writing, Arabic/French Bilingual, Microsoft Office, Project Management, Team Leadership",4,3
Operations Manager,SNVI,General Management,Mid,2025-03-28,2025-04-10,2025-05-10,Tourism & Hospitality,El Tarf,Ingénieur d'État,20,CDD,15,Rideau énorme cesser manier. Rayon roche fumée précéder soleil rencontre derrière. Causer marché garde remettre poitrine. Répondre membre colère musique commencer médecin mois poète. Ensuite pur dominer mort visite éprouver. Relation fond importer crier aller choisir fort relever.,"Tickets restaurant, Épargne entreprise, Crèche d'entreprise",240000,"Microsoft Office, Arabic/French Bilingual, Report Writing, Project Management, Team Leadership",5,6
Project Manager,بارق-البيطار SARL,General Management,Junior,2025-04-16,2025-05-07,2025-06-06,Aerospace & Defense,Chlef,Bac,13,Alternance,10,Penser violent franc fine libre le. Que fatiguer système long mériter payer droite. Valoir ordre centre naissance inviter. Accent immobile pied ventre parti corde.,"Crèche d'entreprise, Épargne entreprise, Tickets restaurant",186000,"Team Leadership, Project Management, Microsoft Office, Arabic/French Bilingual, Report Writing",1,15
Project Manager,Ooredoo Algeria,General Management,Lead,2025-04-15,2025-05-06,2025-06-05,Transport & Logistics,Illizi,Licence,14,CDD,1,الأول دنو بها وقبل. أخذ مكّن بالسادس انذار لبلجيكا سليمان الصعداء. أخر والكوري بـ دفّة. مقاومة الرئيسية تطوير وعلى وصغار ويعزى بوقامت بزمام.,"Prime de performance, Télétravail partiel, Formation continue",244000,"Microsoft Office, Report Writing, Project Management, Team Leadership, Arabic/French Bilingual",0,10
Facilities Manager,بنو ليث and Sons SARL,Operations,Junior,2025-04-19,2025-06-16,2025-07-16,Manufacturing,Chlef,Licence,13,CDI,3,سبتمبر أمّا بانه دخول رجوعهم سبتمبر عل. قبل إذ أهّل ببلا رئيس بقسوة. لهذه وبريطانيا وفنلندا أراضي الأعمال الطريق الموسوعة. و وتم لبولندا وبريطانيا. الشهيرة العناد العدّ التنازلي هذه المشتّتون جزيرتي.,"Formation continue, Prime de performance, Assurance maladie",82000,"Report Writing, Arabic/French Bilingual, Project Management, Microsoft Office, Team Leadership",2,12
Facilities Manager,Grenier Fontaine SARL SPA,Operations,Mid,2025-04-11,2025-05-29,2025-06-28,Transport & Logistics,Batna,Doctorat,14,Alternance,7,Visage rose violence lieu mieux état morceau poste. Métier anglais sept tu savoir réfléchir. Valoir maladie vite chance souffler extraordinaire rayon vent. Souhaiter dieu continuer noir désormais. Sou être faute. Aider vêtir si françois flamme.,"Voiture de fonction, Télétravail partiel, Épargne entreprise",201000,"Report Writing, Project Management, Arabic/French Bilingual, Microsoft Office, Team Leadership",1,13
Operations Manager,نجم-الغوانمة SPA,General Management,Senior,2025-04-09,2025-04-25,2025-05-25,Tourism & Hospitality,Mostaganem,Bac,14,CDI,2,Et seigneur court ton désespoir sommeil. Causer machine dos. Joli fatigue que lutter colon.,"Voiture de fonction, Assurance maladie, Télétravail partiel",146000,"Project Management, Arabic/French Bilingual, Microsoft Office, Report Writing, Team Leadership",4,7
Production Supervisor,بجيلة LLC EURL,Operations,Lead,2025-04-06,2025-05-20,2025-06-19,Telecommunications,Tamanrasset,Bac,14,CDI,1,Rare point bas crier fusil riche quarante. Couper facile mine simple larme indiquer comme. Raconter acte joie droit.,"Formation continue, Assurance maladie, Voiture de fonction",168000,"Project Management, Report Writing, Microsoft Office, Arabic/French Bilingual, Team Leadership",3,11
Administrative Manager,Lemonnier SPA,General Management,Lead,2025-04-18,2025-05-02,2025-06-01,Manufacturing,Batna,Licence,17,CDI,11,Traiter lentement habitant. Parti construire qui précéder fauteuil étaler folie. Homme souffrance expression gris secours. Grave si user ignorer travers.,"Voiture de fonction, Formation continue, Assurance maladie",188000,"Arabic/French Bilingual, Microsoft Office, Team Leadership, Project Management, Report Writing",1,10
Administrative Manager,Carlier SA EURL,General Management,Junior,2025-03-27,2025-05-12,2025-06-11,Renewable Energy,Saïda,Doctorat,17,Stage,6,وسفن أما للمجهود. سبتمبر مرجع المشتّتون ببلا العالمية. كردة كثيرة وقد إحتار الآلاف.,"Épargne entreprise, Voiture de fonction, Crèche d'entreprise",206000,"Microsoft Office, Report Writing, Project Management, Team Leadership, Arabic/French Bilingual",5,5
General Director,"هندية, عجرمة (العجارمة) and سليم EURL",General Management,Chief,2025-04-23,2025-06-01,2025-07-01,Manufacturing,Illizi,Master,19,CDD,7,Vers impossible appartenir. Passer bas peau abattre vue poser. Promettre roi âgé vivant courir.,"Tickets restaurant, Télétravail partiel, Voiture de fonction",147000,"Arabic/French Bilingual, Report Writing, Project Management, Team Leadership, Microsoft Office",4,6
Project Manager,Algérie Télécom,General Management,Senior,2025-04-03,2025-05-01,2025-05-31,Telecommunications,Djanet,Bac,12,CDI,5,هذا أهّل بال بتصفح. أدنى والفلبين وفرنسا. بالعمل الذود ماشاء وبدأت.,"Voiture de fonction, Tickets restaurant, Prime de performance",185000,"Arabic/French Bilingual, Microsoft Office, Report Writing, Project Management, Team Leadership",1,8
Department Director,Mobilis,General Management,Senior,2025-04-11,2025-05-06,2025-06-05,Media & Entertainment,Annaba,Bac,20,Alternance,3,Conclure personne danser enfance ensuite marche retomber. Établir scène cabinet rouge reprendre. Par fête vin poésie jaune comment. Camarade moyen juste aujourd'hui saison silence respirer.,"Assurance maladie, Formation continue, Voiture de fonction",221000,"Microsoft Office, Arabic/French Bilingual, Report Writing, Project Management, Team Leadership",0,11
Project Manager,بجيلة LLC EURL,General Management,Lead,2025-04-09,2025-05-17,2025-06-16,Media & Entertainment,Ouargla,Licence,19,CDD,7,Paupière accord source. Chez vrai examiner intérêt public trop plein menacer. Chacun rentrer jouer. Former mari accorder vieux devant attention ressembler.,"Télétravail partiel, Prime de performance, Épargne entreprise",62000,"Arabic/French Bilingual, Team Leadership, Microsoft Office, Project Management, Report Writing",3,3
Team Leader,المهرة-البقوم SPA,General Management,Lead,2025-04-11,2025-05-17,2025-06-16,Pharmaceuticals,M'sila,Master,13,Stage,11,الحيلولة لإنعدام بدول بخطوط وهولندا. ابتدعها تعديل هامش بالرّغم المواد. الخارجية الفرنسي والمعدات والتي.,"Assurance maladie, Prime de performance, Formation continue",181000,"Team Leadership, Project Management, Microsoft Office, Arabic/French Bilingual, Report Writing",4,9
Department Director,بجيلة LLC EURL,General Management,Senior,2025-04-15,2025-05-03,2025-06-02,Transport & Logistics,Skikda,Doctorat,16,CDD,12,ماليزيا تحت قد كانتا. المشتّتون للإتحاد دخول صفحة بمحاولة الأمريكي. ألمانيا وترك ولم الحرة إيطاليا ثم.,"Prime de performance, Voiture de fonction, Télétravail partiel",105000,"Report Writing, Microsoft Office, Arabic/French Bilingual, Team Leadership, Project Management",3,4
